,CAS,灭火注意事项及措施
424,107-03-9,尽可能将容器从火场移至空旷处
425,107-03-9,喷水保持火场容器冷却，直至灭火结束
426,107-03-9,容器突然发出异常声音或出现异常现象，应立即撤离
427,107-03-9,用水灭火无效
428,107-05-1,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
429,107-05-1,尽可能将容器从火场移至空旷处
430,107-05-1,喷水保持火场容器冷却，直至灭火结束
431,107-05-1,容器突然发出异常声音或出现异常现象，应立即撤离
432,107-05-1,用水灭火无效
433,107-06-2,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
434,107-06-2,喷水冷却容器，可能的话将容器从火场移至空旷处
435,107-06-2,容器突然发出异常声音或出现异常现象，应立即撤离
436,107-08-4,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
437,107-08-4,尽可能将容器从火场移至空旷处
438,107-08-4,喷水保持火场容器冷却，直至灭火结束
439,107-08-4,容器突然发出异常声音或出现异常现象，应立即撤离
440,107-10-8,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
441,107-10-8,喷水冷却容器，可能的话将容器从火场移至空旷处
442,107-10-8,容器突然发出异常声音或出现异常现象，应立即撤离
443,107-11-9,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
444,107-11-9,喷水冷却容器，可能的话将容器从火场移至空旷处
445,107-11-9,容器突然发出异常声音或出现异常现象，应立即撤离
446,107-12-0,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
447,107-12-0,喷水冷却容器，可能的话将容器从火场移至空旷处
448,107-12-0,容器突然发出异常声音或出现异常现象，应立即撤离
449,107-13-1,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
450,107-13-1,尽可能将容器从火场移至空旷处
451,107-13-1,喷水保持火场容器冷却，直至灭火结束
452,107-13-1,容器突然发出异常声音或出现异常现象，应立即撤离
453,107-13-1,用水灭火无效
454,107-14-2,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
455,107-14-2,尽可能将容器从火场移至空旷处
456,107-14-2,喷水保持火场容器冷却，直至灭火结束
457,107-14-2,容器突然发出异常声音或出现异常现象，应立即撤离
458,107-14-2,禁止用水、泡沫和酸碱灭火剂灭火
459,107-15-3,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
460,107-15-3,尽可能将容器从火场移至空旷处
461,107-15-3,喷水保持火场容器冷却，直至灭火结束
462,107-15-3,容器突然发出异常声音或出现异常现象，应立即撤离
463,107-16-4,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
464,107-16-4,尽可能将容器从火场移至空旷处
465,107-16-4,喷水保持火场容器冷却，直至灭火结束
466,107-18-6,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
467,107-18-6,尽可能将容器从火场移至空旷处
468,107-18-6,喷水保持火场容器冷却，直至灭火结束
469,107-20-0,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
470,107-20-0,尽可能将容器从火场移至空旷处
471,107-20-0,喷水保持火场容器冷却，直至灭火结束
472,107-20-0,容器突然发出异常声音或出现异常现象，应立即撤离
473,107-27-7,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
474,107-27-7,尽可能将容器从火场移至空旷处
475,107-27-7,喷水保持火场容器冷却，直至灭火结束
476,107-30-2,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
477,107-30-2,尽可能将容器从火场移至空旷处
478,107-30-2,容器突然发出异常声音或出现异常现象，应立即撤离
479,107-30-2,不宜用水
480,107-31-3,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
481,107-31-3,尽可能将容器从火场移至空旷处
482,107-31-3,喷水保持火场容器冷却，直至灭火结束
483,107-31-3,容器突然发出异常声音或出现异常现象，应立即撤离
484,107-31-3,用水灭火无效
485,107-46-0,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
486,107-46-0,喷水冷却容器，可能的话将容器从火场移至空旷处
487,107-46-0,容器突然发出异常声音或出现异常现象，应立即撤离
488,107-46-0,用水灭火无效
489,107-46-0,禁止用水和泡沫灭火
490,107-83-5,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
491,107-83-5,尽可能将容器从火场移至空旷处
492,107-83-5,喷水保持火场容器冷却，直至灭火结束
493,107-83-5,容器突然发出异常声音或出现异常现象，应立即撤离
494,107-83-5,用水灭火无效
495,107-84-6,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
496,107-84-6,喷水冷却容器，可能的话将容器从火场移至空旷处
497,107-84-6,容器突然发出异常声音或出现异常现象，应立即撤离
498,107-85-7,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
499,107-85-7,喷水冷却容器，可能的话将容器从火场移至空旷处
500,107-85-7,容器突然发出异常声音或出现异常现象，应立即撤离
501,107-87-9,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
502,107-87-9,尽可能将容器从火场移至空旷处
503,107-87-9,喷水保持火场容器冷却，直至灭火结束
504,107-87-9,容器突然发出异常声音或出现异常现象，应立即撤离
505,107-92-6,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
506,107-92-6,尽可能将容器从火场移至空旷处
507,107-92-6,喷水保持火场容器冷却，直至灭火结束
508,107-92-6,容器突然发出异常声音或出现异常现象，应立即撤离
509,107-94-8,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
510,107-94-8,尽可能将容器从火场移至空旷处
511,107-94-8,喷水保持火场容器冷却，直至灭火结束
512,108-01-0,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
513,108-01-0,尽可能将容器从火场移至空旷处
514,108-01-0,喷水保持火场容器冷却，直至灭火结束
515,108-01-0,容器突然发出异常声音或出现异常现象，应立即撤离
516,108-03-2,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
517,108-03-2,尽可能将容器从火场移至空旷处
518,108-03-2,喷水保持火场容器冷却，直至灭火结束
519,108-03-2,容器突然发出异常声音或出现异常现象，应立即撤离
520,108-05-4,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
521,108-05-4,尽可能将容器从火场移至空旷处
522,108-05-4,喷水保持火场容器冷却，直至灭火结束
523,108-05-4,容器突然发出异常声音或出现异常现象，应立即撤离
524,108-05-4,用水灭火无效
525,108-08-7,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
526,108-08-7,喷水冷却容器，可能的话将容器从火场移至空旷处
527,108-08-7,容器突然发出异常声音或出现异常现象，应立即撤离
528,108-08-7,用水灭火无效
529,108-09-8,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
530,108-09-8,喷水冷却容器，可能的话将容器从火场移至空旷处
531,108-09-8,用水灭火无效
532,108-09-8,容器突然发出异常声音或出现异常现象，应立即撤离
533,108-10-1,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
534,108-10-1,尽可能将容器从火场移至空旷处
535,108-10-1,喷水保持火场容器冷却，直至灭火结束
536,108-10-1,容器突然发出异常声音或出现异常现象，应立即撤离
537,108-16-7,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
538,108-16-7,尽可能将容器从火场移至空旷处
539,108-16-7,喷水保持火场容器冷却，直至灭火结束
540,108-16-7,容器突然发出异常声音或出现异常现象，应立即撤离
541,108-18-9,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
542,108-18-9,喷水冷却容器，可能的话将容器从火场移至空旷处
543,108-18-9,容器突然发出异常声音或出现异常现象，应立即撤离
544,108-18-9,用水灭火无效
545,108-20-3,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
546,108-20-3,尽可能将容器从火场移至空旷处
547,108-20-3,喷水保持火场容器冷却，直至灭火结束
548,108-20-3,容器突然发出异常声音或出现异常现象，应立即撤离
549,108-20-3,用水灭火无效
550,108-21-4,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
551,108-21-4,尽可能将容器从火场移至空旷处
552,108-21-4,容器突然发出异常声音或出现异常现象，应立即撤离
553,108-21-4,用水灭火无效，但可用水保持火场中容器冷却
554,108-23-6,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
555,108-23-6,尽可能将容器从火场移至空旷处
556,108-23-6,容器突然发出异常声音或出现异常现象，应立即撤离
557,108-23-6,不宜用水
558,108-24-7,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
559,108-24-7,尽可能将容器从火场移至空旷处
560,108-24-7,喷水保持火场容器冷却，直至灭火结束
561,108-24-7,容器突然发出异常声音或出现异常现象，应立即撤离
562,108-38-3,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
563,108-38-3,喷水冷却容器，可能的话将容器从火场移至空旷处
564,108-38-3,容器突然发出异常声音或出现异常现象，应立即撤离
565,108-39-4,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
566,108-39-4,尽可能将容器从火场移至空旷处
567,108-39-4,喷水保持火场容器冷却，直至灭火结束
568,108-40-7,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
569,108-40-7,尽可能将容器从火场移至空旷处
570,108-40-7,喷水保持火场容器冷却，直至灭火结束
571,108-40-7,容器突然发出异常声音或出现异常现象，应立即撤离
572,108-42-9,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
573,108-42-9,尽可能将容器从火场移至空旷处
574,108-42-9,喷水保持火场容器冷却，直至灭火结束
575,108-42-9,容器突然发出异常声音或出现异常现象，应立即撤离
576,108-43-0,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
577,108-43-0,尽可能将容器从火场移至空旷处
578,108-43-0,喷水保持火场容器冷却，直至灭火结束
579,108-44-1,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
580,108-44-1,尽可能将容器从火场移至空旷处
581,108-44-1,喷水保持火场容器冷却，直至灭火结束
582,108-44-1,容器突然发出异常声音或出现异常现象，应立即撤离
583,108-45-2,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
584,108-45-2,尽可能将容器从火场移至空旷处
585,108-45-2,喷水保持火场容器冷却，直至灭火结束
586,108-46-3,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
587,108-46-3,尽可能将容器从火场移至空旷处
588,108-46-3,喷水保持火场容器冷却，直至灭火结束
589,108-47-4,消防人员必须佩戴防毒面具、穿全身消防服，在上风向灭火
590,108-47-4,尽可能将容器从火场移至空旷处
591,108-47-4,喷水保持火场容器冷却，直至灭火结束
592,108-47-4,容器突然发出异常声音或出现异常现象，应立即撤离
593,108-48-5,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
594,108-48-5,尽可能将容器从火场移至空旷处
595,108-48-5,喷水保持火场容器冷却，直至灭火结束
596,108-48-5,容器突然发出异常声音或出现异常现象，应立即撤离
597,108-64-5,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
598,108-64-5,喷水冷却容器，可能的话将容器从火场移至空旷处
599,108-64-5,容器突然发出异常声音或出现异常现象，应立即撤离
600,108-70-3,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
601,108-70-3,尽可能将容器从火场移至空旷处
602,108-70-3,喷水保持火场容器冷却，直至灭火结束
603,108-73-6,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
604,108-73-6,尽可能将容器从火场移至空旷处
605,108-73-6,喷水保持火场容器冷却，直至灭火结束
606,108-86-1,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
607,108-86-1,喷水冷却容器，可能的话将容器从火场移至空旷处
608,108-86-1,容器突然发出异常声音或出现异常现象，应立即撤离
609,108-87-2,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
