,CAS,操作注意事项
473,10025-87-3,配备泄漏应急处理设备
474,10025-87-3,倒空的容器可能残留有害物
475,10025-91-9,密闭操作，局部排风
476,10025-91-9,操作人员必须经过专门培训，严格遵守操作规程
477,10025-91-9,建议操作人员佩戴头罩型电动送风过滤式防尘呼吸器，穿橡胶耐酸碱服，戴橡胶耐酸碱手套
478,10025-91-9,避免产生粉尘
479,10025-91-9,避免与还原剂、醇类、碱类接触
480,10025-91-9,尤其要注意避免与水接触
481,10025-91-9,搬运时要轻装轻卸，防止包装及容器损坏
482,10025-91-9,配备泄漏应急处理设备
483,10025-91-9,倒空的容器可能残留有害物
484,10026-03-6,密闭操作，局部排风
485,10026-03-6,操作人员必须经过专门培训，严格遵守操作规程
486,10026-03-6,建议操作人员佩戴自吸过滤式防尘口罩，戴化学安全防护眼镜，穿防毒物渗透工作服，戴乳胶手套
487,10026-03-6,避免产生粉尘
488,10026-03-6,避免与氧化剂、酸类、碱类接触
489,10026-03-6,搬运时要轻装轻卸，防止包装及容器损坏
490,10026-03-6,配备泄漏应急处理设备
491,10026-03-6,倒空的容器可能残留有害物
492,10026-04-7,密闭操作，注意通风
493,10026-04-7,操作尽可能机械化、自动化
494,10026-04-7,操作人员必须经过专门培训，严格遵守操作规程
495,10026-04-7,建议操作人员佩戴自吸过滤式防毒面具(全面罩)，穿橡胶耐酸碱服，戴橡胶耐酸碱手套
496,10026-04-7,防止蒸气泄漏到工作场所空气中
497,10026-04-7,避免与氧化剂、碱类、醇类接触
498,10026-04-7,尤其要注意避免与水接触
499,10026-04-7,搬运时要轻装轻卸，防止包装及容器损坏
500,10026-04-7,配备泄漏应急处理设备
501,10026-04-7,倒空的容器可能残留有害物
502,10026-07-0,入库验收：入库前必须检查包装有无破损、渗漏，如发现破损必须更换包装，然后入库
503,10026-07-0,堆码苫垫：堆码时底部必须垫高以防潮湿
504,10026-07-0,在库检查：班前班后必须进行安全检查，并做好记录
505,10026-07-0,温湿度管理：注意控制湿度，打开门窗通风
506,10026-07-0,安全作业：操作人员必须穿戴耐酸防护用品，处理泄漏物时，须戴好防毒面具与手套，用沙土混合铲人桶内，送到空旷地方、慢慢倾入水里，经分解后稀释的污水放入废水系统，不得排入F水道
507,10026-07-0,保管期限：1年
508,10026-11-6,密闭操作，局部排风
509,10026-11-6,操作人员必须经过专门培训，严格遵守操作规程
510,10026-11-6,建议操作人员佩戴头罩型电动送风过滤式防尘呼吸器，穿防毒物渗透工作服，戴橡胶手套
511,10026-11-6,避免产生粉尘
512,10026-11-6,避免与酸类、胺类、醇类、酯类接触
513,10026-11-6,搬运时要轻装轻卸，防止包装及容器损坏
514,10026-11-6,配备泄漏应急处理设备
515,10026-11-6,倒空的容器可能残留有害物
516,10026-12-7,密闭操作，局部排风
517,10026-12-7,操作人员必须经过专门培训，严格遵守操作规程
518,10026-12-7,建议操作人员佩戴防尘面具（全面罩），穿橡胶耐酸碱服，戴橡胶耐酸碱手套
519,10026-12-7,避免产生粉尘
520,10026-12-7,避免与酸类接触
521,10026-12-7,尤其要注意避免与水接触
522,10026-12-7,搬运时要轻装轻卸，防止包装及容器损坏
523,10026-12-7,配备泄漏应急处理设备
524,10026-12-7,倒空的容器可能残留有害物
525,10026-13-8,密闭操作，注意通风
526,10026-13-8,操作尽可能机械化、自动化
527,10026-13-8,操作人员必须经过专门培训，严格遵守操作规程
528,10026-13-8,建议操作人员佩戴自吸过滤式防毒面具(半面罩)，戴化学安全防护眼镜，穿橡胶耐酸碱服，戴橡胶耐酸碱手套
529,10026-13-8,避免产生烟雾或粉尘
530,10026-13-8,避免与酸类、醇类、活性金属粉末、碱金属接触
531,10026-13-8,尤其要注意避免与水接触
532,10026-13-8,搬运时要轻装轻卸，防止包装及容器损坏
533,10026-13-8,配备泄漏应急处理设备
534,10026-13-8,倒空的容器可能残留有害物
535,10026-17-2,密闭操作，局部排风
536,10026-17-2,防止粉尘释放到车间空气中
537,10026-17-2,操作人员必须经过专门培训，严格遵守操作规程
538,10026-17-2,建议操作人员佩戴自吸过滤式防尘口罩，戴化学安全防护眼镜，穿防毒物渗透工作服，戴橡胶手套
539,10026-17-2,避免产生粉尘
540,10026-17-2,避免与酸类接触
541,10026-17-2,配备泄漏应急处理设备
542,10026-17-2,倒空的容器可能残留有害物
543,1003-03-8,密闭操作，加强通风
544,1003-03-8,操作人员必须经过专门培训，严格遵守操作规程
545,1003-03-8,建议操作人员佩戴自吸过滤式防毒面具（半面罩），戴化学安全防护眼镜，穿防静电工作服，戴橡胶耐油手套
546,1003-03-8,远离火种、热源，工作场所严禁吸烟
547,1003-03-8,使用防爆型的通风系统和设备
548,1003-03-8,防止蒸气泄漏到工作场所空气中
549,1003-03-8,避免与氧化剂、酸类接触
550,1003-03-8,充装要控制流速，防止静电积聚
551,1003-03-8,搬运时要轻装轻卸，防止包装及容器损坏
552,1003-03-8,配备相应品种和数量的消防器材及泄漏应急处理设备
553,1003-03-8,倒空的容器可能残留有害物
554,10031-13-7,密闭操作，提供充分的局部排风
555,10031-13-7,防止粉尘释放到车间空气中
556,10031-13-7,操作人员必须经过专门培训，严格遵守操作规程
557,10031-13-7,建议操作人员佩戴防尘面具（全面罩），穿胶布防毒衣，戴橡胶手套
558,10031-13-7,避免产生粉尘
559,10031-13-7,避免与氧化剂、酸类接触
560,10031-13-7,配备泄漏应急处理设备
561,10031-13-7,倒空的容器可能残留有害物
562,10031-18-2,密闭操作，局部排风
563,10031-18-2,操作人员必须经过专门培训，严格遵守操作规程
564,10031-18-2,建议操作人员佩戴导管式防毒面具，穿聚乙烯防毒服，戴氯丁橡胶手套
565,10031-18-2,避免产生粉尘
566,10031-18-2,避免与酸类接触
567,10031-18-2,搬运时要轻装轻卸，防止包装及容器损坏
568,10031-18-2,配备泄漏应急处理设备
569,10031-18-2,倒空的容器可能残留有害物
570,10031-43-3,密闭操作，提供充分的局部排风
571,10031-43-3,防止粉尘释放到车间空气中
572,10031-43-3,操作人员必须经过专门培训，严格遵守操作规程
573,10031-43-3,建议操作人员佩戴防尘面具（全面罩），穿连衣式胶布防毒衣，戴橡胶手套
574,10031-43-3,远离火种、热源，工作场所严禁吸烟
575,10031-43-3,远离易燃、可燃物
576,10031-43-3,避免产生粉尘
577,10031-43-3,避免与还原剂接触
578,10031-43-3,配备相应品种和数量的消防器材及泄漏应急处理设备
579,10031-43-3,倒空的容器可能残留有害物
580,10034-81-8,密闭操作，加强通风
581,10034-81-8,操作人员必须经过专门培训，严格遵守操作规程
582,10034-81-8,建议操作人员佩戴头罩型电动送风过滤式防尘呼吸器，穿聚乙烯防毒服，戴橡胶手套
583,10034-81-8,远离火种、热源
584,10034-81-8,工作场所严禁吸烟
585,10034-81-8,远离易燃、可燃物
586,10034-81-8,避免产生粉尘
587,10034-81-8,避免与还原剂接触
588,10034-81-8,搬运时要轻装轻卸，防止包装及容器损坏
589,10034-81-8,配备相应品种和数量的消防器材及泄漏应急处理设备
590,10034-81-8,倒空的容器可能残留有害物
591,10034-85-2,密闭操作，提供充分的局部排风
592,10034-85-2,操作人员必须经过专门培训，严格遵守操作规程
593,10034-85-2,建议操作人员佩戴过滤式防毒面具(半面罩)，穿化学防护服，戴橡胶手套
594,10034-85-2,防止气体泄漏到工作场所空气中
595,10034-85-2,避免与氧化剂、碱类接触
596,10034-85-2,搬运时轻装轻卸，防止钢瓶及附件破损
597,10034-85-2,配备泄漏应急处理设备
598,10035-10-6,密闭操作，注意通风
599,10035-10-6,操作尽可能机械化、自动化
600,10035-10-6,操作人员必须经过专门培训，严格遵守操作规程
601,10035-10-6,建议操作人员佩戴自吸过滤式防毒面具(全面罩)，穿橡胶耐酸碱服，戴橡胶耐酸碱手套
602,10035-10-6,远离易燃、可燃物
603,10035-10-6,防止蒸气泄漏到工作场所空气中
604,10035-10-6,避免与碱类、活性金属粉末接触
605,10035-10-6,搬运时要轻装轻卸，防止包装及容器损坏
606,10035-10-6,配备泄漏应急处理设备
607,10035-10-6,倒空的容器可能残留有害物
608,10036-47-2,严加密闭，提供充分的局部排风和全面通风
609,10036-47-2,操作人员必须经过专门培训，严格遵守操作规程
610,10036-47-2,建议操作人员佩戴自吸过滤式防毒面具（全面罩），穿密闭型防毒服，戴橡胶手套
611,10036-47-2,远离易燃、可燃物
612,10036-47-2,防止气体或蒸气泄漏到工作场所空气中
613,10036-47-2,避免与还原剂接触
614,10036-47-2,禁止震动、撞击和摩擦
615,10036-47-2,配备泄漏应急处理设备
616,10038-98-9,密闭操作，局部排风
617,10038-98-9,操作人员必须经过专门培训，严格遵守操作规程
618,10038-98-9,建议操作人员佩戴自吸过滤式防毒面具(半面罩)，戴化学安全防护眼镜，穿橡胶耐酸碱服，戴乳胶耐酸碱手套
619,10038-98-9,防止蒸气泄漏到工作场所空气中
620,10038-98-9,避免与氧化剂、碱类、醇类接触
621,10038-98-9,尤其要注意避免与水接触
622,10038-98-9,搬运时要轻装轻卸，防止包装及容器损坏
623,10038-98-9,配备泄漏应急处理设备
624,10038-98-9,倒空的容器可能残留有害物
625,10039-54-0,密闭操作，局部排风
626,10039-54-0,操作人员必须经过专门培训，严格遵守操作规程
627,10039-54-0,建议操作人员佩戴自吸过滤式防尘口罩，戴化学安全防护眼镜，穿橡胶耐酸碱服，戴橡胶耐酸碱手套
628,10039-54-0,避免产生粉尘
629,10039-54-0,避免与还原剂接触
630,10039-54-0,搬运时要轻装轻卸，防止包装及容器损坏
631,10039-54-0,配备泄漏应急处理设备
632,10039-54-0,倒空的容器可能残留有害物
633,10042-76-9,密闭操作，局部排风
634,10042-76-9,防止粉尘释放到车间空气中
635,10042-76-9,操作人员必须经过专门培训，严格遵守操作规程
636,10042-76-9,建议操作人员佩戴自吸过滤式防尘口罩，戴化学安全防护眼镜，穿胶布防毒衣，戴橡胶手套
637,10042-76-9,远离火种、热源，工作场所严禁吸烟
638,10042-76-9,远离易燃、可燃物
639,10042-76-9,避免产生粉尘
640,10042-76-9,避免与还原剂、酸类接触
641,10042-76-9,配备相应品种和数量的消防器材及泄漏应急处理设备
642,10042-76-9,倒空的容器可能残留有害物
643,10043-35-3,密闭操作，加强通风
644,10043-35-3,操作人员必须经过专门培训，严格遵守操作规程
645,10043-35-3,建议操作人员佩戴自吸过滤式防尘口罩，戴化学安全防护眼镜，穿防毒物渗透工作服，戴橡胶手套
646,10043-35-3,避免产生粉尘
647,10043-35-3,避免与碱类、钾接触
648,10043-35-3,搬运时轻装轻卸，保持包装完整，防止洒漏
649,10043-35-3,配备泄漏应急处理设备
650,10043-35-3,倒空的容器可能残留有害物
651,10045-94-0,密闭操作，局部排风
652,10045-94-0,操作人员必须经过专门培训，严格遵守操作规程
653,10045-94-0,建议操作人员佩戴自吸过滤式防尘口罩，戴化学安全防护眼镜，穿连衣式防毒衣，戴橡胶手套
654,10045-94-0,远离火种、热源
655,10045-94-0,工作场所严禁吸烟
656,10045-94-0,远离易燃、可燃物
657,10045-94-0,避免产生粉尘
658,10045-94-0,避免与还原剂、活性金属粉末接触
659,10045-94-0,搬运时要轻装轻卸，防止包装及容器损坏
660,10045-94-0,配备相应品种和数量的消防器材及泄漏应急处理设备
661,10045-94-0,倒空的容器可能残留有害物
662,10049-04-4,严加密闭，提供充分的局部排风和全面通风
663,10049-04-4,操作人员必须经过专门培训，严格遵守操作规程
664,10049-04-4,建议操作人员佩戴自吸过滤式防毒面具（全面罩），穿连衣式胶布防毒衣，戴橡胶手套
665,10049-04-4,远离易燃、可燃物
666,10049-04-4,防止气体泄漏到工作场所空气中
667,10049-04-4,避免与还原剂接触
668,10049-04-4,搬运时要轻装轻卸，防止包装及容器损坏
669,10049-04-4,配备泄漏应急处理设备
670,10049-04-4,倒空的容器可能残留有害物
671,10099-59-9,密闭操作，局部排风
672,10099-59-9,操作人员必须经过专门培训，严格遵守操作规程
673,10099-59-9,建议操作人员佩戴自吸过滤式防尘口罩，戴化学安全防护眼镜，穿胶布防毒衣，戴橡胶手套
674,10099-59-9,远离火种、热源
675,10099-59-9,工作场所严禁吸烟
676,10099-59-9,远离易燃、可燃物
677,10099-59-9,避免产生粉尘
678,10099-59-9,避免与还原剂接触
679,10099-59-9,搬运时轻装轻卸，保持包装完整，防止洒漏
680,10099-59-9,配备相应品种和数量的消防器材及泄漏应急处理设备
681,10099-59-9,倒空的容器可能残留有害物
682,10099-74-8,密闭操作，加强通风
683,10099-74-8,操作人员必须经过专门培训，严格遵守操作规程
684,10099-74-8,建议操作人员佩戴自吸过滤式防尘口罩，戴化学安全防护眼镜，穿胶布防毒衣，戴氯丁橡胶手套
685,10099-74-8,远离火种、热源
686,10099-74-8,工作场所严禁吸烟
687,10099-74-8,远离易燃、可燃物
688,10099-74-8,避免产生粉尘
689,10099-74-8,避免与还原剂接触
690,10099-74-8,搬运时要轻装轻卸，防止包装及容器损坏
691,10099-74-8,配备相应品种和数量的消防器材及泄漏应急处理设备
692,10099-74-8,倒空的容器可能残留有害物
