,CAS,灭火方法
410,106-96-7,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
411,106-96-7,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
412,106-97-8,用雾状水、泡沫、二氧化碳、干粉灭火
413,106-98-9,用雾状水、泡沫、二氧化碳、干粉灭火
414,106-99-0,用雾状水、泡沫、二氧化碳、干粉灭火
415,1068-19-5,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
416,1068-19-5,尽可能将容器从火场移至空旷处
417,1068-19-5,喷水保持火场容器冷却，直至灭火结束
418,1068-19-5,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
419,1068-19-5,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
420,1068-19-5,不宜用水
421,1068-27-5,"SMALL FIRES: Water spray or fog is preferred; if water not available use dry chemical, carbon dioxide or regular foam. LARGE FIRES: Flood fire area with water from a distance. Use water spray or fog; do not use straight streams. Move containers from fire area if you can do it without risk. Do not move cargo or vehicle if cargo has been exposed to heat. Fight fire from maximum distance or use unmanned hose holders or monitor nozzles. Cool containers with flooding quantities of water until well after fire is out. ALWAYS stay away from tanks engulfed in fire. For massive fire, use unmanned hose holders or monitor nozzles; if this is impossible, withdraw from area and let fire burn."
422,107-00-6,用雾状水、泡沫、二氧化碳、干粉灭火
423,107-01-7,用雾状水、泡沫、二氧化碳、干粉灭火
424,107-02-8,用抗溶性泡沫、二氧化碳、干粉、砂土灭火
425,107-03-9,用泡沫、二氧化碳、干粉、砂土灭火
426,107-04-0,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
427,107-04-0,尽可能将容器从火场移至空旷处
428,107-04-0,喷水保持火场容器冷却，直至灭火结束
429,107-04-0,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
430,107-04-0,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
431,107-05-1,用泡沫、二氧化碳、干粉、砂土灭火
432,107-06-2,用泡沫、干粉、二氧化碳、砂土灭火
433,107-07-3,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
434,107-07-3,尽可能将容器从火场移至空旷处
435,107-07-3,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
436,107-07-3,灭火剂：泡沫、干粉、二氧化碳、砂土
437,107-08-4,用雾状水、泡沫、干粉、二氧化碳、砂土灭火
438,107-10-8,用抗溶性泡沫、二氧化碳、干粉、砂土灭火
439,107-11-9,用抗溶性泡沫、二氧化碳、干粉、砂土灭火
440,107-12-0,用抗溶性泡沫、干粉、二氧化碳、砂土灭火
441,107-13-1,用泡沫、二氧化碳、干粉、砂土灭火
442,107-14-2,用干粉、二氧化碳、砂土灭火
443,107-15-3,用水、抗溶性泡沫、干粉、二氧化碳、砂土灭火
444,107-16-4,"用水雾,耐醇泡沫,干粉或二氧化碳灭火"
445,107-18-6,使用 二 氧 化 碳 (CO2)、沙 粒、 灭 火 粉 末
446,107-18-6,切勿 使 用 水.
447,107-19-7,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
448,107-19-7,尽可能将容器从火场移至空旷处
449,107-19-7,喷水保持火场容器冷却，直至灭火结束
450,107-19-7,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
451,107-19-7,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
452,107-20-0,用雾状水、抗溶性泡沫、二氧化碳、砂土灭火
453,107-25-5,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
454,107-25-5,切断气源，若不能切断气源，则不允许熄灭泄漏处的火焰
455,107-25-5,尽可能将容器从火场移至空旷处
456,107-25-5,喷水保持火场容器冷却，直至灭火结束
457,107-25-5,灭火剂：水、泡沫、干粉、二氧化碳
458,107-27-7,用雾状水、泡沫、干粉、砂土灭火
459,107-29-9,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
460,107-29-9,尽可能将容器从火场移至空旷处
461,107-29-9,喷水保持火场容器冷却，直至灭火结束
462,107-29-9,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
463,107-29-9,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
464,107-30-2,用干粉、二氧化碳、砂土灭火
465,107-31-3,用抗溶性泡沫、二氧化碳、干粉、砂土灭火
466,107-37-9,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
467,107-37-9,尽可能将容器从火场移至空旷处
468,107-37-9,喷水保持火场容器冷却，直至灭火结束
469,107-37-9,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
470,107-37-9,灭火剂：干粉、二氧化碳、砂土
471,107-37-9,禁止用水和泡沫灭火
472,107-45-9,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
473,107-45-9,尽可能将容器从火场移至空旷处
474,107-45-9,喷水保持火场容器冷却，直至灭火结束
475,107-45-9,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
476,107-45-9,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
477,107-46-0,用二氧化碳、干粉、干砂灭火
478,107-49-3,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
479,107-49-3,尽可能将容器从火场移至空旷处
480,107-49-3,喷水保持火场容器冷却，直至灭火结束
481,107-49-3,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
482,107-49-3,用水喷射逸出液体，使其稀释成不燃性混合物，并用雾状水保护消防人员
483,107-49-3,灭火剂：水、雾状水、抗溶性泡沫、干粉、二氧化碳、砂土
484,107-59-5,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
485,107-59-5,尽可能将容器从火场移至空旷处
486,107-59-5,喷水保持火场容器冷却，直至灭火结束
487,107-59-5,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
488,107-59-5,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
489,107-70-0,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
490,107-70-0,尽可能将容器从火场移至空旷处
491,107-70-0,喷水保持火场容器冷却，直至灭火结束
492,107-70-0,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
493,107-70-0,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
494,107-71-1,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
495,107-71-1,尽可能将容器从火场移至空旷处
496,107-71-1,喷水保持火场容器冷却，直至灭火结束
497,107-71-1,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
498,107-71-1,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
499,107-71-1,不宜用水
500,107-72-2,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
501,107-72-2,尽可能将容器从火场移至空旷处
502,107-72-2,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
503,107-72-2,灭火剂：干粉、二氧化碳、砂土
504,107-72-2,禁止用水和泡沫灭火
505,107-81-3,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
506,107-81-3,尽可能将容器从火场移至空旷处
507,107-81-3,喷水保持火场容器冷却，直至灭火结束
508,107-81-3,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
509,107-81-3,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
510,107-82-4,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
511,107-82-4,尽可能将容器从火场移至空旷处
512,107-82-4,喷水保持火场容器冷却，直至灭火结束
513,107-82-4,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
514,107-82-4,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
515,107-82-4,不宜用水
516,107-83-5,用泡沫、二氧化碳、干粉、砂土灭火
517,107-84-6,用泡沫、干粉、二氧化碳、砂土灭火
518,107-85-7,用抗溶性泡沫、二氧化碳、干粉、砂土灭火
519,107-87-9,用泡沫、干粉、二氧化碳、砂土灭火
520,107-89-1,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
521,107-89-1,尽可能将容器从火场移至空旷处
522,107-89-1,喷水保持火场容器冷却，直至灭火结束
523,107-89-1,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
524,107-89-1,用水喷射逸出液体，使其稀释成不燃性混合物，并用雾状水保护消防人员
525,107-89-1,灭火剂：水、雾状水、抗溶性泡沫、干粉、二氧化碳、砂土
526,107-92-6,用雾状水、抗溶性泡沫、干粉、二氧化碳、砂土灭火
527,107-94-8,用雾状水、抗溶性泡沫、二氧化碳、砂土灭火
528,108-01-0,用雾状水、抗溶性泡沫、干粉、二氧化碳、砂土灭火
529,108-03-2,用雾状水、泡沫、二氧化碳、干粉、砂土灭火
530,108-05-4,用泡沫、二氧化碳、干粉、砂土灭火
531,108-08-7,用泡沫、二氧化碳、干粉、砂土灭火
532,108-09-8,用泡沫、二氧化碳、干粉、砂土灭火
533,108-10-1,用泡沫、干粉、二氧化碳、砂土灭火
534,108-11-2,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
535,108-11-2,尽可能将容器从火场移至空旷处
536,108-11-2,喷水保持火场容器冷却，直至灭火结束
537,108-11-2,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
538,108-11-2,灭火剂：雾状水、抗溶性泡沫、干粉、二氧化碳、砂土
539,108-12-3,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
540,108-12-3,尽可能将容器从火场移至空旷处
541,108-12-3,喷水保持火场容器冷却，直至灭火结束
542,108-12-3,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
543,108-12-3,灭火剂：干粉、二氧化碳、砂土
544,108-12-3,禁止用水和泡沫灭火
545,108-16-7,用雾状水、抗溶性泡沫、干粉、二氧化碳、砂土灭火
546,108-18-9,用抗溶性泡沫、二氧化碳、干粉、砂土灭火
547,108-20-3,用泡沫、二氧化碳、干粉、砂土灭火
548,108-21-4,用泡沫、二氧化碳、干粉、砂土灭火
549,108-22-5,尽可能将容器从火场移至空旷处
550,108-22-5,喷水保持火场容器冷却，直至灭火结束
551,108-22-5,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
552,108-22-5,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
553,108-23-6,用二氧化碳、干粉、砂土灭火
554,108-24-7,用雾状水、抗溶性泡沫、干粉、二氧化碳灭火
555,108-31-6,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
556,108-31-6,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
557,108-38-3,用泡沫、二氧化碳、干粉、砂土灭火
558,108-39-4,用雾状水、泡沫、干粉、二氧化碳、砂土灭火
559,108-40-7,用泡沫、二氧化碳、砂土灭火
560,108-41-8,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
561,108-41-8,尽可能将容器从火场移至空旷处
562,108-41-8,喷水保持火场容器冷却，直至灭火结束
563,108-41-8,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
564,108-41-8,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
565,108-42-9,用雾状水、泡沫、二氧化碳、砂土灭火
566,108-43-0,用雾状水、泡沫、二氧化碳、砂土灭火
567,108-44-1,用雾状水、泡沫、干粉、二氧化碳、砂土灭火
568,108-45-2,用雾状水、二氧化碳、砂土灭火
569,108-46-3,用雾状水、抗溶性泡沫、干粉、二氧化碳、砂土灭火
570,108-47-4,用抗溶性泡沫、干粉、二氧化碳、砂土灭火
571,108-48-5,用泡沫、干粉、二氧化碳、砂土灭火
572,108-60-1,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
573,108-60-1,尽可能将容器从火场移至空旷处
574,108-60-1,喷水保持火场容器冷却，直至灭火结束
575,108-60-1,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
576,108-60-1,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
577,108-64-5,用泡沫、干粉、二氧化碳、砂土灭火
578,108-67-8,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
579,108-67-8,尽可能将容器从火场移至空旷处
580,108-67-8,喷水保持火场容器冷却，直至灭火结束
581,108-67-8,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
582,108-67-8,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
583,108-68-9,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
584,108-68-9,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
585,108-69-0,尽可能将容器从火场移至空旷处
586,108-69-0,喷水保持火场容器冷却，直至灭火结束
587,108-69-0,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
588,108-69-0,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
589,108-69-0,不宜用水
590,108-70-3,用雾状水、泡沫、二氧化碳、砂土灭火
591,108-73-6,用雾状水、泡沫、干粉、二氧化碳、砂土灭火
592,108-77-0,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
593,108-77-0,灭火剂：干粉、二氧化碳、砂土
594,108-77-0,禁止用水和泡沫灭火
595,108-83-8,尽可能将容器从火场移至空旷处
596,108-83-8,喷水保持火场容器冷却，直至灭火结束
597,108-83-8,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
