,CAS,储存注意事项
555,10112-91-1,储存于阴凉、干燥、通风良好的库房
556,10112-91-1,远离火种、热源
557,10112-91-1,保持容器密封
558,10112-91-1,应与碱类、食用化学品分开存放，切忌混储
559,10112-91-1,储区应备有合适的材料收容泄漏物
560,10118-76-0,储存于阴凉、通风的库房
561,10118-76-0,库温不超过30℃，相对湿度不超过80%
562,10118-76-0,远离火种、热源
563,10118-76-0,包装密封
564,10118-76-0,应与易(可)燃物、还原剂、活性金属粉末等分开存放，切忌混储
565,10118-76-0,储区应备有合适的材料收容泄漏物
566,10124-36-4,储存于阴凉、通风仓间内；远离火种、热源；保持容器密封；应与氧化剂分开存放；搬运时要轻装、轻卸，防止包装及容器损坏；分装和搬运作业要注意个人防护
567,10124-37-5,储存于阴凉、通风的库房
568,10124-37-5,远离火种、热源
569,10124-37-5,应与还原剂、酸类等分开存放，切忌混储
570,10124-37-5,储区应备有合适的材料收容泄漏物
571,10124-43-3,储存于阴凉、通风的库房
572,10124-43-3,远离火种、热源
573,10124-43-3,防止阳光直射
574,10124-43-3,包装必须密封，切勿受潮
575,10124-43-3,应与食用化学品等分开存放，切忌混储
576,10124-43-3,储区应备有合适的材料收容泄漏物
577,10124-48-8,储存于阴凉、通风的库房
578,10124-48-8,远离火种、热源
579,10124-48-8,防止阳光直射
580,10124-48-8,包装密封
581,10124-48-8,应与卤素、食用化学品分开存放，切忌混储
582,10124-48-8,储区应备有合适的材料收容泄漏物
583,10124-48-8,应严格执行极毒物品“五双”管理制度
584,10124-50-2,储存于阴凉、通风良好的专用库房内，实行“双人收发、双人保管”制度
585,10124-50-2,远离火种、热源
586,10124-50-2,库内相对湿度不超过80%
587,10124-50-2,包装必须密封，切勿受潮
588,10124-50-2,应与氧化剂、酸类、食用化学品分开存放，切忌混储
589,10124-50-2,储区应备有合适的材料收容泄漏物
590,10137-69-6,储存于阴凉、干燥、通风良好的库房
591,10137-69-6,远离火种、热源
592,10137-69-6,防止阳光直射
593,10137-69-6,保持容器密封，严禁与空气接触
594,10137-69-6,应与氧化剂、酸类、碱类、食用化学品分开存放，切忌混储
595,10137-69-6,配备相应品种和数量的消防器材
596,10137-69-6,储区应备有泄漏应急处理设备和合适的收容材料
597,10138-60-0,防静 电. 烟雾 可 以 和 空 气 混 合 形 成 一 种 具 爆 炸 性 的 混 合 物.储存于阴凉、干燥、通风专用库房
598,10138-60-0,实行“双人收发、双人保管”制度
599,10138-60-0,远离火种、热源
600,10138-60-0,建议库温 2 - 8 °C 
601,10138-60-0,应与氧化剂、食用化学品分开存放，切忌混储
602,10138-60-0,采用防爆型照明、通风设施
603,10138-60-0,禁止使用易产生火花的机械设备和工具
604,10138-60-0,储区应备有泄漏应急处理设备
605,10139-58-9,储存于阴凉、通风的库房
606,10139-58-9,远离火种、热源
607,10139-58-9,应与易（可）燃物、还原剂分开存放，切忌混储
608,10139-58-9,储区应备有合适的材料收容泄漏物
609,10141-05-6,储存于阴凉、干燥、通风良好的库房
610,10141-05-6,远离火种、热源
611,10141-05-6,库温不超过30℃，相对湿度不超过80%
612,10141-05-6,包装密封
613,10141-05-6,应与易(可)燃物、还原剂、活性金属粉末等分开存放，切忌混储
614,10141-05-6,储区应备有合适的材料收容泄漏物
615,10192-29-7,储存于阴凉、干燥、通风良好的专用库房内，远离火种、热源
616,10192-29-7,库温不超过30℃，相对湿度不超过80%
617,10192-29-7,包装密封
618,10192-29-7,应与易(可)燃物、还原剂、酸类、食用化学品分开存放，切忌混储
619,10192-29-7,储区应备有合适的材料收容泄漏物
620,102-27-2,储存于阴凉、通风的库房
621,102-27-2,远离火种、热源
622,102-27-2,防止阳光直射
623,102-27-2,保持容器密封
624,102-27-2,应与酸类、酸酐、氧化剂、酰基氯、食用化学品分开存放，切忌混储
625,102-27-2,配备相应品种和数量的消防器材
626,102-27-2,储区应备有泄漏应急处理设备和合适的收容材料
627,102-36-3,储存于阴凉、干燥、通风良好的库房
628,102-36-3,远离火种、热源
629,102-36-3,防止阳光直射
630,102-36-3,包装密封
631,102-36-3,应与氧化剂、碱类、醇类、胺类、食用化学品等分开存放，切忌混储
632,102-36-3,配备相应品种和数量的消防器材
633,102-36-3,储区应备有合适的材料收容泄漏物
634,102-47-6,储存于阴凉、通风的库房
635,102-47-6,远离火种、热源
636,102-47-6,防止阳光直射
637,102-47-6,保持容器密封
638,102-47-6,应与氧化剂、碱类、胺类、醇类分开存放，切忌混储
639,102-47-6,配备相应品种和数量的消防器材
640,102-47-6,储区应备有泄漏应急处理设备和合适的收容材料
641,102-69-2,储存于阴凉、通风的库房
642,102-69-2,远离火种、热源
643,102-69-2,库温不宜超过37℃
644,102-69-2,保持容器密封
645,102-69-2,应与氧化剂、酸类分开存放，切忌混储
646,102-69-2,采用防爆型照明、通风设施
647,102-69-2,禁止使用易产生火花的机械设备和工具
648,102-69-2,储区应备有泄漏应急处理设备和合适的收容材料
649,102-70-5,储存于阴凉、通风的库房
650,102-70-5,远离火种、热源
651,102-70-5,库温不宜超过30℃
652,102-70-5,应与氧化剂、酸类、碱类、食用化学品分开存放，切忌混储
653,102-70-5,采用防爆型照明、通风设施
654,102-70-5,禁止使用易产生火花的机械设备和工具
655,102-70-5,储区应备有泄漏应急处理设备和合适的收容材料
656,102-81-8,储存于阴凉、通风仓间内；远离火种、热源；防止阳光直射；保持容器密封；应与氧化剂、酸类分开存放；搬运时要轻装、轻卸，防止包装及容器损坏
657,102-82-9,储存于阴凉、通风的库房
658,102-82-9,远离火种、热源
659,102-82-9,库温不宜超过30℃
660,102-82-9,保持容器密封
661,102-82-9,应与氧化剂、酸类等分开存放，切忌混储
662,102-82-9,配备相应品种和数量的消防器材
663,102-82-9,储区应备有泄漏应急处理设备和合适的收容材料
664,10217-52-4,储存于阴凉、通风的库房
665,10217-52-4,远离火种、热源
666,10217-52-4,库温不超过30℃，相对湿度不超过80%
667,10217-52-4,保持容器密封
668,10217-52-4,应与氧化剂、酸类、金属粉末、食用化学品分开存放，切忌混储
669,10217-52-4,配备相应品种和数量的消防器材
670,10217-52-4,储区应备有泄漏应急处理设备和合适的收容材料
671,10241-05-1,储存于阴凉、干燥、通风良好的库房
672,10241-05-1,远离火种、热源
673,10241-05-1,包装必须完整密封，防止吸潮
674,10241-05-1,应与氧化剂等分开存放，切忌混储
675,10241-05-1,储区应备有合适的材料收容泄漏物
676,10265-92-6,储存于阴凉、通风良好的专用库房内，实行“双人收发、双人保管”制度
677,10265-92-6,远离火种、热源
678,10265-92-6,包装密封
679,10265-92-6,应与氧化剂、碱类、食用化学品分开存放，切忌混储
680,10265-92-6,配备相应品种和数量的消防器材
681,10265-92-6,储区应备有泄漏应急处理设备和合适的收容材料
682,10290-12-7,储存于阴凉、通风的库房
683,10290-12-7,远离火种、热源
684,10290-12-7,防止阳光直射
685,10290-12-7,包装密封
686,10290-12-7,应与氧化剂、酸类、食用化学品分开存放，切忌混储
687,10290-12-7,储区应备有合适的材料收容泄漏物
688,10294-33-4,储存于阴凉、干燥、通风良好的库房
689,10294-33-4,远离火种、热源
690,10294-33-4,包装必须密封，切勿受潮
691,10294-33-4,应与碱类、醇类等分开存放，切忌混储
692,10294-33-4,不宜久存，以免变质
693,10294-33-4,储区应备有泄漏应急处理设备和合适的收容材料
694,10294-34-5,储存于阴凉、通风的不燃气体专用库房
695,10294-34-5,远离火种、热源
696,10294-34-5,库温不宜超过30℃
697,10294-34-5,保持容器密封
698,10294-34-5,应与氧化剂、碱类、醇类、碱金属等分开存放，切忌混储
699,10294-34-5,储区应备有泄漏应急处理设备
700,10294-56-1,"Store in a tightly closed container. Store in a cool, dry, well-ventilated area away from incompatible substances. Keep away from metals. Corrosives area. Do not store in metal containers."
701,103-65-1,储存于阴凉、通风的库房
702,103-65-1,远离火种、热源
703,103-65-1,库温不宜超过37℃
704,103-65-1,保持容器密封
705,103-65-1,应与氧化剂分开存放，切忌混储
706,103-65-1,采用防爆型照明、通风设施
707,103-65-1,禁止使用易产生火花的机械设备和工具
708,103-65-1,储区应备有泄漏应急处理设备和合适的收容材料
709,103-69-5,储存于阴凉、通风的库房
710,103-69-5,远离火种、热源
711,103-69-5,包装要求密封，不可与空气接触
712,103-69-5,应与氧化剂、酸类、食用化学品分开存放，切忌混储
713,103-69-5,配备相应品种和数量的消防器材
714,103-69-5,储区应备有泄漏应急处理设备和合适的收容材料
715,103-71-9,储存于阴凉、干燥、通风良好的专用库房内，实行“双人收发、双人保管”制度
716,103-71-9,远离火种、热源
717,103-71-9,保持容器密封
718,103-71-9,应与氧化剂、酸类、碱类、食用化学品分开存放，切忌混储
719,103-71-9,采用防爆型照明、通风设施
720,103-71-9,禁止使用易产生火花的机械设备和工具
721,103-71-9,储区应备有泄漏应急处理设备和合适的收容材料
722,103-72-0,储存于阴凉、干燥、通风良好的库房
723,103-72-0,远离火种、热源
724,103-72-0,保持容器密封
725,103-72-0,应与氧化剂、酸类、碱类、食用化学品分开存放，切忌混储
726,103-72-0,配备相应品种和数量的消防器材
727,103-72-0,储区应备有泄漏应急处理设备和合适的收容材料
728,103-80-0,储存于阴凉、干燥、通风良好的库房
729,103-80-0,远离火种、热源
730,103-80-0,包装必须密封，切勿受潮
731,103-80-0,应与氧化剂、碱类、食用化学品分开存放，切忌混储
732,103-80-0,配备相应品种和数量的消防器材
733,103-80-0,储区应备有泄漏应急处理设备和合适的收容材料
734,103-83-3,储存于阴凉、通风的库房
735,103-83-3,远离火种、热源
736,103-83-3,防止阳光直射
737,103-83-3,保持容器密封
738,103-83-3,应与氧化剂、酸类、酰基氯、二氧化碳、食用化学品分开存放，切忌混储
739,103-83-3,采用防爆型照明、通风设施
740,103-83-3,禁止使用易产生火花的机械设备和工具
741,103-83-3,储区应备有泄漏应急处理设备和合适的收容材料
742,103-84-4,储存于阴凉、通风的库房
743,103-84-4,远离火种、热源
744,103-84-4,应与氧化剂、碱类分开存放，切忌混储
745,103-84-4,配备相应品种和数量的消防器材
746,103-84-4,储区应备有合适的材料收容泄漏物
747,1031-47-6,储存于阴凉、通风的库房
748,1031-47-6,远离火种、热源
749,1031-47-6,防止阳光直射
750,1031-47-6,包装密封
751,1031-47-6,应与氧化剂、食用化学品分开存放，切忌混储
752,1031-47-6,配备相应品种和数量的消防器材
753,1031-47-6,储区应备有合适的材料收容泄漏物
754,10311-84-9,储存于阴凉、通风的库房
755,10311-84-9,远离火种、热源
756,10311-84-9,防止阳光直射
757,10311-84-9,包装密封
758,10311-84-9,应与氧化剂、食用化学品分开存放，切忌混储
759,10311-84-9,配备相应品种和数量的消防器材
760,10311-84-9,储区应备有合适的材料收容泄漏物
761,10311-84-9,应严格执行极毒物品“五双”管理制度
762,10325-94-7,储存于阴凉、通风的库房
763,10325-94-7,远离火种、热源
764,10325-94-7,库温不超过30℃，相对湿度不超过80%
765,10325-94-7,包装必须完整密封，防止吸潮
766,10325-94-7,应与易(可)燃物、食用化学品分开存放，切忌混储
767,10325-94-7,储区应备有合适的材料收容泄漏物
768,10326-21-3,储存于阴凉、干燥、通风良好的专用库房内，库温不超过30℃，相对湿度不超过80%
769,10326-21-3,远离火种、热源
770,10326-21-3,包装必须密封，切勿受潮
771,10326-21-3,应与易(可)燃物、还原剂等分开存放，切忌混储
772,10326-21-3,储区应备有合适的材料收容泄漏物
773,10326-24-6,储存于阴凉、通风的库房
774,10326-24-6,远离火种、热源
775,10326-24-6,防止阳光直射
776,10326-24-6,包装密封
777,10326-24-6,应与氧化剂、酸类、食用化学品分开存放，切忌混储
778,10326-24-6,储区应备有合适的材料收容泄漏物
779,10361-37-2,储存于阴凉、通风的库房
780,10361-37-2,远离火种、热源
781,10361-37-2,包装密封
782,10361-37-2,应与氧化剂、酸类、食用化学品分开存放，切忌混储
783,10361-37-2,储区应备有合适的材料收容泄漏物
784,10361-44-1,储存于阴凉、通风的库房
785,10361-44-1,远离火种、热源
786,10361-44-1,库温不超过30℃，相对湿度不超过80%
787,10361-44-1,包装密封
788,10361-44-1,应与易(可)燃物、还原剂等分开存放，切忌混储
789,10361-44-1,储区应备有合适的材料收容泄漏物
790,10361-95-2,储存于阴凉、干燥、通风良好的库房
