,CAS,眼睛接触
546,109-09-1,提起眼睑，用流动清水或生理盐水冲洗
547,109-09-1,就医
548,109-21-7,提起眼睑，用流动清水或生理盐水冲洗
549,109-21-7,如有不适感，就医
550,109-49-9,提起眼睑，用流动清水或生理盐水冲洗
551,109-49-9,就医
552,109-52-4,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
553,109-52-4,就医
554,109-53-5,提起眼睑，用流动清水或生理盐水冲洗
555,109-53-5,就医
556,109-55-7,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
557,109-55-7,如有不适感，就医
558,109-59-1,提起眼睑，用流动清水或生理盐水冲洗
559,109-59-1,就医
560,109-60-4,提起眼睑，用流动清水或生理盐水冲洗
561,109-60-4,如有不适感，就医
562,109-61-5,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
563,109-61-5,如有不适感，就医
564,109-65-9,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
565,109-65-9,如有不适感，就医
566,109-66-0,提起眼睑，用流动清水或生理盐水冲洗
567,109-66-0,如有不适感，就医
568,109-67-1,提起眼睑，用流动清水或生理盐水冲洗
569,109-67-1,如有不适感，就医
570,109-68-2,提起眼睑，用流动清水或生理盐水冲洗
571,109-68-2,如有不适感，就医
572,109-69-3,提起眼睑，用流动清水或生理盐水冲洗
573,109-69-3,如有不适感，就医
574,109-70-6,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
575,109-70-6,就医
576,109-73-9,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
577,109-73-9,如有不适感，就医
578,109-74-0,提起眼睑，用流动清水或生理盐水冲洗
579,109-74-0,如有不适感，就医
580,109-75-1,提起眼睑，用流动清水或生理盐水冲洗
581,109-75-1,就医
582,109-76-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
583,109-76-2,如有不适感，就医
584,109-77-3,提起眼睑，用流动清水或生理盐水冲洗
585,109-77-3,如有不适感，就医
586,109-79-5,提起眼睑，用流动清水或生理盐水冲洗
587,109-79-5,如有不适感，就医
588,109-86-4,提起眼睑，用流动清水或生理盐水冲洗
589,109-86-4,如有不适感，就医
590,109-87-5,提起眼睑，用流动清水或生理盐水冲洗
591,109-87-5,如有不适感，就医
592,109-89-7,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
593,109-89-7,如有不适感，就医
594,109-90-0,提起眼睑，用流动清水或生理盐水冲洗
595,109-90-0,就医
596,109-92-2,提起眼睑，用流动清水或生理盐水冲洗
597,109-92-2,就医
598,109-93-3,提起眼睑，用流动清水或生理盐水冲洗
599,109-93-3,如有不适感，就医
600,109-94-4,提起眼睑，用流动清水或生理盐水冲洗
601,109-94-4,如有不适感，就医
602,109-95-5,提起眼睑，用流动清水或生理盐水冲洗
603,109-95-5,如有不适感，就医
604,109-97-7,提起眼睑，用流动清水或生理盐水冲洗
605,109-97-7,就医
606,109-99-9,提起眼睑，用流动清水或生理盐水冲洗
607,109-99-9,如有不适感，就医
608,110-00-9,提起眼睑，用流动清水或生理盐水冲洗
609,110-00-9,如有不适感，就医
610,110-01-0,提起眼睑，用流动清水或生理盐水冲洗
611,110-01-0,如有不适感，就医
612,110-02-1,提起眼睑，用流动清水或生理盐水冲洗
613,110-02-1,就医
614,110-05-4,提起眼睑，用流动清水或生理盐水冲洗
615,110-05-4,就医
616,110-12-3,提起眼睑，用流动清水或生理盐水冲洗
617,110-12-3,就医
618,110-18-9,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
619,110-18-9,如有不适感，就医
620,110-19-0,提起眼睑，用流动清水或生理盐水冲洗
621,110-19-0,如有不适感，就医
622,110-43-0,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
623,110-43-0,如有不适感，就医
624,110-45-2,提起眼睑，用流动清水或生理盐水冲洗
625,110-45-2,如有不适感，就医
626,110-46-3,提起眼睑，用流动清水或生理盐水冲洗
627,110-46-3,如有不适感，就医
628,110-49-6,提起眼睑，用流动清水或生理盐水冲洗
629,110-49-6,如有不适感，就医
630,110-53-2,提起眼睑，用流动清水或生理盐水冲洗
631,110-53-2,如有不适感，就医
632,110-54-3,提起眼睑，用流动清水或生理盐水冲洗
633,110-54-3,如有不适感，就医
634,110-56-5,提起眼睑，用流动清水或生理盐水冲洗
635,110-56-5,如有不适感，就医
636,110-58-7,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
637,110-58-7,如有不适感，就医
638,110-59-8,提起眼睑，用流动清水或生理盐水冲洗
639,110-59-8,如有不适感，就医
640,110-60-1,提起眼睑，用流动清水或生理盐水冲洗
641,110-60-1,如有不适感，就医
642,110-61-2,提起眼睑，用流动清水或生理盐水冲洗
643,110-61-2,如有不适感，就医
644,110-62-3,提起眼睑，用流动清水或生理盐水冲洗
645,110-62-3,如有不适感，就医
646,110-65-6,提起眼睑，用流动清水或生理盐水冲洗
647,110-65-6,如有不适感，就医
648,110-66-7,提起眼睑，用流动清水或生理盐水冲洗
649,110-66-7,如有不适感，就医
650,110-68-9,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
651,110-68-9,如有不适感，就医
652,110-69-0,提起眼睑，用流动清水或生理盐水冲洗
653,110-69-0,如有不适感，就医
654,110-71-4,提起眼睑，用流动清水或生理盐水冲洗
655,110-71-4,如有不适感，就医
656,110-74-7,提起眼睑，用流动清水或生理盐水冲洗
657,110-74-7,如有不适感，就医
658,110-75-8,提起眼睑，用流动清水或生理盐水冲洗
659,110-75-8,就医
660,110-77-0,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
661,110-77-0,就医
662,110-78-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
663,110-78-1,就医
664,110-80-5,提起眼睑，用流动清水或生理盐水冲洗
665,110-80-5,如有不适感，就医
666,110-82-7,提起眼睑，用流动清水或生理盐水冲洗
667,110-82-7,如有不适感，就医
668,110-83-8,提起眼睑，用流动清水或生理盐水冲洗
669,110-83-8,如有不适感，就医
670,110-85-0,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
671,110-85-0,就医
672,110-86-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
673,110-86-1,就医
674,110-89-4,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
675,110-89-4,如有不适感，就医
676,110-91-8,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
677,110-91-8,如有不适感，就医
678,110-96-3,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
679,110-96-3,如有不适感，就医
680,110-97-4,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
681,110-97-4,如有不适感，就医
682,111-14-8,提起眼睑，用流动清水或生理盐水冲洗
683,111-14-8,就医
684,111-15-9,提起眼睑，用流动清水或生理盐水冲洗
685,111-19-3,提起眼睑，用流动清水或生理盐水冲洗
686,111-19-3,就医
687,111-25-1,提起眼睑，用流动清水或生理盐水冲洗
688,111-25-1,如有不适感，就医
689,111-26-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
690,111-26-2,如有不适感，就医
691,111-30-8,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
692,111-30-8,就医
693,111-31-9,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
694,111-31-9,就医
695,111-34-2,提起眼睑，用流动清水或生理盐水冲洗
696,111-34-2,就医
697,111-36-4,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
698,111-36-4,就医
699,111-40-0,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
700,111-40-0,就医
701,111-42-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
702,111-42-2,如有不适感，就医
703,111-43-3,提起眼睑，用流动清水或生理盐水冲洗
704,111-43-3,如有不适感，就医
705,111-44-4,提起眼睑，用流动清水或生理盐水冲洗
706,111-44-4,如有不适感，就医
707,111-47-7,提起眼睑，用流动清水或生理盐水冲洗
708,111-47-7,如有不适感，就医
709,111-49-9,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
710,111-49-9,如有不适感，就医
711,111-50-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
712,111-50-2,就医
713,111-64-8,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
714,111-64-8,就医
715,111-65-9,提起眼睑，用流动清水或生理盐水冲洗
716,111-65-9,如有不适感，就医
717,111-66-0,提起眼睑，用流动清水或生理盐水冲洗
718,111-66-0,如有不适感，就医
719,111-67-1,提起眼睑，用流动清水或生理盐水冲洗
720,111-67-1,如有不适感，就医
721,111-68-2,提起眼睑，用流动清水或生理盐水冲洗
722,111-68-2,如有不适感，就医
723,111-69-3,提起眼睑，用流动清水或生理盐水冲洗
724,111-69-3,如有不适感，就医
725,111-71-7,提起眼睑，用流动清水或生理盐水冲洗
726,111-71-7,如有不适感，就医
727,111-76-2,立即提起眼睑，用流动清水冲洗
728,111-78-4,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
729,111-78-4,就医
730,111-88-6,提起眼睑，用流动清水或生理盐水冲洗
731,111-88-6,就医
732,111-92-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
733,111-92-2,如有不适感，就医
734,111-94-4,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
735,111-94-4,就医
736,1118-14-5,提起眼睑，用流动清水或生理盐水冲洗
737,1118-14-5,就医
738,112-04-9,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
739,112-04-9,就医
740,112-16-3,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
741,112-16-3,就医
742,112-24-3,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
743,112-24-3,如有不适感，就医
744,112-55-0,提起眼睑，用流动清水或生理盐水冲洗
745,112-55-0,如有不适感，就医
746,112-57-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
747,112-57-2,就医
748,112-64-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
749,112-64-1,就医
750,112-76-5,提起眼睑，用流动清水或生理盐水冲洗
751,112-76-5,就医
752,112-96-9,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
753,112-96-9,就医
754,1126-78-9,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
755,1126-78-9,就医
756,115-07-1,提起眼睑，用流动清水或生理盐水冲洗
757,115-07-1,如有不适感，就医
758,115-09-3,提起眼睑，用流动清水或生理盐水冲洗
759,115-09-3,就医
760,115-10-6,提起眼睑，用流动清水或生理盐水冲洗
761,115-10-6,如有不适感，就医
762,115-11-7,提起眼睑，用流动清水或生理盐水冲洗
763,115-11-7,如有不适感，就医
764,115-17-3,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
765,115-17-3,就医
766,115-19-5,提起眼睑，用流动清水或生理盐水冲洗
767,115-19-5,就医
768,115-21-9,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
769,115-21-9,如有不适感，就医
770,115-26-4,提起眼睑，用流动清水或生理盐水冲洗
771,115-26-4,就医
772,115-29-7,提起眼睑，用流动清水或生理盐水冲洗
773,115-29-7,就医
774,115-31-1,提起眼睑，用流动清水或生理盐水冲洗
775,115-31-1,就医
776,115-80-0,提起眼睑，用流动清水或生理盐水冲洗
777,115-80-0,就医
778,115-90-2,提起眼睑，用流动清水或生理盐水冲洗
779,115-90-2,就医
780,116-06-3,提起眼睑，用流动清水或生理盐水冲洗
781,116-06-3,就医
782,116-14-3,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗
783,116-14-3,如有不适感，就医
784,116-15-4,提起眼睑，用流动清水或生理盐水冲洗
785,116-15-4,如有不适感，就医
786,116-16-5,提起眼睑，用流动清水或生理盐水冲洗
787,116-16-5,就医
788,116-54-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
789,116-54-1,如有不适感，就医
790,1165-48-6,提起眼睑，用流动清水或生理盐水冲洗至少15分钟
791,1165-48-6,就医
792,117-08-8,"First check the victim for contact lenses and remove if present. Flush victim's eyes with water or normal saline solution for 20 to 30 minutes while simultaneously calling a hospital or poison control center. Do not put any ointments, oils, or medication in the victim's eyes without specific instructions from a physician. IMMEDIATELY transport the victim after flushing eyes to a hospital even if no symptoms (such as redness or irritation) develop."
793,117-80-6,提起眼睑，用流动清水或生理盐水冲洗
794,117-80-6,就医
795,118-02-5,提起眼睑，用流动清水或生理盐水冲洗
796,118-02-5,就医
797,118-44-5,提起眼睑，用流动清水或生理盐水冲洗
798,118-44-5,就医
799,118-69-4,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
800,118-69-4,如有不适感，就医
801,118-74-1,提起眼睑，用流动清水或生理盐水冲洗
802,118-74-1,如有不适感，就医
803,118-96-7,提起眼睑，用流动清水或生理盐水冲洗
804,118-96-7,如有不适感，就医
805,119-26-6,提起眼睑，用流动清水或生理盐水冲洗
806,119-26-6,如有不适感，就医
807,119-27-7,提起眼睑，用流动清水或生理盐水冲洗
808,119-27-7,如有不适感，就医
809,119-32-4,提起眼睑，用流动清水或生理盐水冲洗
810,119-32-4,就医
811,119-33-5,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
812,119-33-5,就医
813,119-90-4,提起眼睑，用流动清水或生理盐水冲洗
814,119-90-4,如有不适感，就医
815,119-93-7,提起眼睑，用流动清水或生理盐水冲洗
816,119-93-7,如有不适感，就医
817,120-12-7,提起眼睑，用流动清水或生理盐水冲洗
818,120-12-7,如有不适感，就医
819,120-22-9,提起眼睑，用流动清水或生理盐水冲洗
820,120-22-9,就医
821,120-36-5,提起眼睑，用流动清水或生理盐水冲洗
822,120-36-5,就医
823,120-71-8,拉开眼睑，用流动清水冲洗15min；就医
