,CAS,皮肤接触
481,108-67-8,脱去污染的衣着，用大量流动清水冲洗
482,108-68-9,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
483,108-68-9,就医
484,108-69-0,立即脱去污染的衣着，用大量流动清水冲洗
485,108-69-0,就医
486,108-70-3,立即脱去污染的衣着，用大量流动清水冲洗20～30min
487,108-70-3,如有不适感，就医
488,108-73-6,立即脱去污染的衣着，用大量流动清水彻底冲洗
489,108-73-6,就医
490,108-77-0,立即脱去污染的衣着，用大量流动清水冲洗
491,108-77-0,就医
492,108-83-8,脱去污染的衣着，用流动清水冲洗
493,108-84-9,脱去污染的衣着，用流动清水冲洗
494,108-86-1,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
495,108-86-1,如有不适感，就医
496,108-87-2,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
497,108-87-2,如有不适感，就医
498,108-88-3,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
499,108-88-3,如有不适感，就医
500,108-90-7,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
501,108-90-7,如有不适感，就医
502,108-91-8,立即脱去污染的衣着，用大量流动清水冲洗20～30min
503,108-91-8,如有不适感，就医
504,108-94-1,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
505,108-94-1,如有不适感，就医
506,108-95-2,立即脱去污染的衣着，用大量流动清水彻底冲洗
507,108-95-2,冲洗后即用浸过30%～50%酒精的棉花反复擦拭创面至无酚味为止(注意不能将患处浸泡于酒精溶液中)，再继用4%～5%碳酸氢钠溶液湿敷创面2～4h
508,108-95-2,也可用浸过聚乙二醇-300或聚乙二醇和变性酒精混合液(2∶1)的棉花擦拭创面，然后用水彻底清洗
509,108-95-2,就医
510,108-98-5,立即脱去污染的衣着，用大量流动清水冲洗20～30min
511,108-98-5,如有不适感，就医
512,108-99-6,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
513,108-99-6,如有不适感，就医
514,109-02-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
515,109-02-4,如有不适感，就医
516,109-05-7,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
517,109-05-7,如有不适感，就医
518,109-06-8,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
519,109-06-8,如有不适感，就医
520,109-09-1,立即脱去污染的衣着，用大量流动清水冲洗
521,109-09-1,就医
522,109-21-7,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
523,109-21-7,如有不适感，就医
524,109-49-9,脱去污染的衣着，用流动清水冲洗
525,109-52-4,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
526,109-52-4,就医
527,109-53-5,立即脱去污染的衣着，用大量流动清水冲洗
528,109-53-5,就医
529,109-55-7,脱去污染的衣着，用大量流动清水冲洗20～30min
530,109-55-7,如有不适感，就医
531,109-59-1,脱去污染的衣着，用流动清水冲洗
532,109-60-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
533,109-60-4,如有不适感，就医
534,109-61-5,立即脱去污染的衣着，用大量流动清水冲洗20～30min
535,109-61-5,如有不适感，就医
536,109-65-9,立即脱去污染的衣着，用大量流动清水冲洗20～30min
537,109-65-9,如有不适感，就医
538,109-66-0,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
539,109-66-0,如有不适感，就医
540,109-67-1,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
541,109-67-1,如有不适感，就医
542,109-68-2,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
543,109-68-2,如有不适感，就医
544,109-69-3,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
545,109-69-3,如有不适感，就医
546,109-70-6,立即脱去污染的衣着，用大量流动清水冲洗
547,109-70-6,就医
548,109-73-9,立即脱去污染的衣着，用大量流动清水冲洗20～30min
549,109-73-9,如有不适感，就医
550,109-74-0,立即脱去污染的衣着，用流动清水或5%硫代硫酸钠溶液彻底冲洗
551,109-74-0,就医
552,109-75-1,脱去污染的衣着，用大量流动清水冲洗
553,109-76-2,立即脱去污染的衣着，用大量流动清水冲洗20～30min
554,109-76-2,如有不适感，就医
555,109-77-3,立即脱去污染的衣着，用流动清水或5%硫代硫酸钠溶液彻底冲洗
556,109-77-3,就医
557,109-79-5,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
558,109-79-5,如有不适感，就医
559,109-86-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
560,109-86-4,如有不适感，就医
561,109-87-5,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
562,109-87-5,如有不适感，就医
563,109-89-7,立即脱去污染的衣着，用大量流动清水冲洗20～30min
564,109-89-7,如有不适感，就医
565,109-90-0,脱去污染的衣着，用大量流动清水冲洗
566,109-92-2,脱去污染的衣着，用大量流动清水冲洗
567,109-93-3,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
568,109-93-3,如有不适感，就医
569,109-94-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
570,109-94-4,如有不适感，就医
571,109-95-5,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
572,109-95-5,如有不适感，就医
573,109-97-7,脱去污染的衣着，用流动清水冲洗
574,109-99-9,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
575,109-99-9,如有不适感，就医
576,110-00-9,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
577,110-00-9,如有不适感，就医
578,110-01-0,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
579,110-01-0,如有不适感，就医
580,110-02-1,脱去污染的衣着，用流动清水冲洗
581,110-05-4,脱去污染的衣着，用大量流动清水冲洗
582,110-12-3,脱去污染的衣着，用大量流动清水冲洗
583,110-18-9,立即脱去污染的衣着，用大量流动清水冲洗20～30min
584,110-18-9,如有不适感，就医
585,110-19-0,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
586,110-19-0,如有不适感，就医
587,110-43-0,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
588,110-43-0,如有不适感，就医
589,110-45-2,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
590,110-45-2,如有不适感，就医
591,110-46-3,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
592,110-46-3,如有不适感，就医
593,110-49-6,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
594,110-49-6,如有不适感，就医
595,110-53-2,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
596,110-53-2,如有不适感，就医
597,110-54-3,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
598,110-54-3,如有不适感，就医
599,110-56-5,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
600,110-56-5,如有不适感，就医
601,110-58-7,立即脱去污染的衣着，用大量流动清水冲洗20～30min
602,110-58-7,如有不适感，就医
603,110-59-8,立即脱去污染的衣着，用流动清水或5%硫代硫酸钠溶液彻底冲洗
604,110-59-8,就医
605,110-60-1,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
606,110-60-1,如有不适感，就医
607,110-61-2,立即脱去污染的衣着，用流动清水或5%硫代硫酸钠溶液彻底冲洗
608,110-61-2,就医
609,110-62-3,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
610,110-62-3,如有不适感，就医
611,110-65-6,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
612,110-65-6,如有不适感，就医
613,110-66-7,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
614,110-66-7,如有不适感，就医
615,110-68-9,立即脱去污染的衣着，用大量流动清水冲洗20～30min
616,110-68-9,如有不适感，就医
617,110-69-0,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
618,110-69-0,如有不适感，就医
619,110-71-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
620,110-71-4,如有不适感，就医
621,110-74-7,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
622,110-74-7,如有不适感，就医
623,110-75-8,脱去污染的衣着，用大量流动清水冲洗
624,110-77-0,立即脱去污染的衣着，用大量流动清水冲洗
625,110-77-0,就医
626,110-78-1,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
627,110-78-1,就医
628,110-80-5,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
629,110-80-5,如有不适感，就医
630,110-82-7,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
631,110-82-7,如有不适感，就医
632,110-83-8,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
633,110-83-8,如有不适感，就医
634,110-85-0,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
635,110-85-0,就医
636,110-86-1,立即脱去污染的衣着，用大量流动清水冲洗
637,110-86-1,就医
638,110-89-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
639,110-89-4,如有不适感，就医
640,110-91-8,立即脱去污染的衣着，用大量流动清水冲洗20～30min
641,110-91-8,如有不适感，就医
642,110-96-3,立即脱去污染的衣着，用大量流动清水冲洗20～30min
643,110-96-3,如有不适感，就医
644,110-97-4,立即脱去污染的衣着，用大量流动清水冲洗20～30min
645,110-97-4,如有不适感，就医
646,111-14-8,立即脱去污染的衣着，用大量流动清水冲洗
647,111-14-8,就医
648,111-15-9,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
649,111-15-9,如有不适感，就医
650,111-19-3,立即脱去污染的衣着，用大量流动清水冲洗
651,111-19-3,就医
652,111-25-1,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
653,111-25-1,如有不适感，就医
654,111-26-2,立即脱去污染的衣着，用大量流动清水冲洗20～30min
655,111-26-2,如有不适感，就医
656,111-30-8,立即脱去污染的衣着，用大量流动清水冲洗
657,111-30-8,就医
658,111-31-9,立即脱去污染的衣着，用大量流动清水冲洗
659,111-31-9,就医
660,111-34-2,脱去污染的衣着，用大量流动清水冲洗
661,111-36-4,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
662,111-36-4,就医
663,111-40-0,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
664,111-40-0,就医
665,111-42-2,立即脱去污染的衣着，用大量流动清水冲洗20～30min
666,111-42-2,如有不适感，就医
667,111-43-3,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
668,111-43-3,如有不适感，就医
669,111-44-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
670,111-44-4,如有不适感，就医
671,111-47-7,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
672,111-47-7,如有不适感，就医
673,111-49-9,立即脱去污染的衣着，用大量流动清水冲洗20～30min
674,111-49-9,如有不适感，就医
675,111-50-2,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
676,111-50-2,就医
677,111-64-8,立即脱去污染的衣着，用大量流动清水冲洗
678,111-64-8,就医
679,111-65-9,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
680,111-65-9,如有不适感，就医
681,111-66-0,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
682,111-66-0,如有不适感，就医
683,111-67-1,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
684,111-67-1,如有不适感，就医
685,111-68-2,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
686,111-68-2,如有不适感，就医
687,111-69-3,立即脱去污染的衣着，用流动清水或5%硫代硫酸钠溶液彻底冲洗
688,111-69-3,就医
689,111-71-7,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
690,111-71-7,如有不适感，就医
691,111-76-2,脱去污染的衣着，用大量流动清水冲洗
692,111-78-4,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
693,111-78-4,就医
694,111-88-6,脱去污染的衣着，用大量流动清水冲洗
695,111-92-2,立即脱去污染的衣着，用大量流动清水冲洗20～30min
696,111-92-2,如有不适感，就医
697,111-94-4,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
698,111-94-4,就医
699,1118-14-5,脱去污染的衣着，用大量流动清水冲洗
700,112-04-9,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
701,112-04-9,就医
702,112-16-3,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
703,112-16-3,就医
704,112-24-3,立即脱去污染的衣着，用大量流动清水冲洗20～30min
705,112-24-3,如有不适感，就医
706,112-55-0,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
707,112-55-0,如有不适感，就医
708,112-57-2,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
709,112-57-2,就医
710,112-64-1,立即脱去污染的衣着，用大量流动清水冲洗
711,112-64-1,就医
712,112-76-5,立即脱去污染的衣着，用大量流动清水冲洗
713,112-76-5,就医
714,112-96-9,立即脱去污染的衣着，用大量流动清水冲洗
715,112-96-9,就医
716,1126-78-9,立即脱去污染的衣着，用大量流动清水冲洗
717,1126-78-9,就医
718,115-07-1,如果发生冻伤：将患部浸泡于保持在38～42℃的温水中复温
719,115-07-1,不要涂擦
720,115-07-1,不要使用热水或辐射热
721,115-07-1,使用清洁、干燥的敷料包扎
722,115-07-1,如有不适感，就医
723,115-09-3,脱去污染的衣着，用大量流动清水冲洗
724,115-10-6,用大量流动清水冲洗
725,115-10-6,如果发生冻伤：将患部浸泡于保持在38～42℃的温水中复温
726,115-10-6,不要涂擦
727,115-10-6,不要使用热水或辐射热
728,115-10-6,使用清洁、干燥的敷料包扎
729,115-10-6,就医
730,115-11-7,如果发生冻伤：将患部浸泡于保持在38～42℃的温水中复温
731,115-11-7,不要涂擦
732,115-11-7,不要使用热水或辐射热
733,115-11-7,使用清洁、干燥的敷料包扎
734,115-11-7,如有不适感，就医
735,115-17-3,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
736,115-17-3,就医
737,115-19-5,脱去污染的衣着，用流动清水冲洗
738,115-21-9,立即脱去污染的衣着，用大量流动清水冲洗20～30min
739,115-21-9,如有不适感，就医
740,115-26-4,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
741,115-26-4,就医
742,115-29-7,立即脱去污染的衣着，用大量流动清水冲洗
743,115-29-7,就医
744,115-31-1,立即脱去污染的衣着，用大量流动清水冲洗
745,115-31-1,就医
746,115-80-0,脱去污染的衣着，用大量流动清水冲洗
747,115-90-2,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
748,115-90-2,就医
749,116-06-3,立即脱去污染的衣着，用大量流动清水冲洗
750,116-06-3,就医
751,116-14-3,如果发生冻伤：将患部浸泡于保持在38～42℃的温水中复温
752,116-14-3,不要涂擦
753,116-14-3,不要使用热水或辐射热
754,116-14-3,使用清洁、干燥的敷料包扎
755,116-14-3,就医
