,CAS,健康危害
361,103-71-9,吸入本品后对呼吸道有强烈刺激性，可引起肺水肿
362,103-71-9,对眼和皮肤有刺激性，可引起灼伤
363,103-71-9,口服刺激和灼伤口腔和消化道
364,103-72-0,吸入本品对呼吸道有强烈刺激作用，可引起死亡
365,103-72-0,对眼和皮肤有强烈刺激性，可引起灼伤
366,103-72-0,慢性影响：肝、肾损害
367,103-80-0,本品对呼吸道有强烈刺激和腐蚀作用，可引起呼吸道灼伤、肺炎和肺水肿
368,103-80-0,吸入后出现头痛、头晕、恶心、呕吐、气短、紫绀、惊厥、意识丧失等
369,103-80-0,对眼和皮肤有强烈的刺激性，甚至造成灼伤
370,103-80-0,口服严重灼伤口腔和消化道，可致死
371,103-83-3,有毒性和腐蚀性
372,103-83-3,能刺激眼睛、皮肤和粘膜
373,103-83-3,对呼吸道和皮肤有致敏作用
374,103-83-3,吸入，可引起喉和支气管痉挛、炎症，化学性肺炎、肺水肿等
375,103-84-4,吸入对上呼吸道有刺激性
376,103-84-4,高剂量摄入可引起高铁血红蛋白血症和骨髓增生
377,103-84-4,反复接触可发生紫绀
378,103-84-4,对皮肤有刺激性，可致皮炎
379,1031-47-6,抑制胆碱酯酶活性
380,1031-47-6,轻者头痛、头晕、流涎、呕吐和胸闷；中度中毒肌束震颤、瞳孔缩小、呼吸困难、腹痛等；重者出现肺水肿、呼吸抑制和脑水肿等
381,10311-84-9,抑制胆碱酯酶活性
382,10311-84-9,可引起头痛、头晕、无力、烦躁、恶心、呕吐、流涎、瞳孔缩小、肌肉震颤、呼吸困难、紫绀、肺水肿、脑水肿，可死于呼吸衰竭
383,10325-94-7,急性中毒：吸入可引起呼吸道刺激症状，可发生化学性肺炎、肺水肿；误食后可引起急剧的胃肠道刺激症状，有恶心、呕吐、腹泻、腹痛、里急后重、全身乏力、肌肉疼痛和虚脱等，重者可危及生命
384,10325-94-7,慢性中毒：长期接触引起支气管炎，肺气肿，以肾小管病变为主的肾脏损害
385,10325-94-7,重者可发生骨质疏松、骨质软化或慢性肾功能衰竭
386,10325-94-7,可发生贫血、嗅觉减退或丧失等
387,10326-21-3,对呼吸道有刺激性；为高铁血红蛋白形成剂
388,10326-21-3,接触后出现头痛、头昏、虚弱；高浓度可致呼吸紊乱、虚脱甚至死亡
389,10326-21-3,眼和皮肤接触有刺激性，可致灼伤
390,10326-24-6,吸入引起呼吸道及神经系统症状，重者出现呼吸中枢和血管舒缩中枢麻痹而死亡
391,10326-24-6,误服严重者出现中枢神经系统症状，也可因呼吸中枢麻痹而死亡
392,10361-37-2,口服后急性中毒表现为恶心、呕吐、腹痛、腹泻、脉缓、进行性肌麻痹、心律紊乱、血钾明显降低等
393,10361-37-2,可因心律紊乱和呼吸肌麻痹而死亡
394,10361-37-2,吸入烟尘可引起中毒，但消化道症状不明显
395,10361-37-2,接触高温本品溶液造成皮肤灼伤可同时吸收中毒
396,10361-37-2,慢性影响：长期接触钡化合物的工人，可有无力、气促、流涎、口腔黏膜肿胀糜烂、鼻炎、结膜炎、腹泻、心动过速、血压增高、脱发等
397,10361-44-1,对眼睛、皮肤、黏膜和上呼吸道有刺激性
398,10361-44-1,至今未发现有职业中毒报道
399,10361-44-1,非职业性中毒可发生肝、肾、中枢神经系统损害及药疹等
400,10361-95-2,对眼睛、皮肤和粘膜有刺激作用
401,10361-95-2,吸入可引起支气管肺炎
402,10361-95-2,误服可引起恶心、呕吐、腹痛、腹泻等急性胃肠炎的症状
403,10377-60-3,本品粉尘对上呼吸道有刺激性，引起咳嗽和气短
404,10377-60-3,刺激眼睛和皮肤，引起红肿和疼痛
405,10377-60-3,大量口服出现腹痛、腹泻、呕吐、紫绀、血压下降、眩晕、惊厥和虚脱
406,104-51-8,未见人体中毒报道
407,104-51-8,动物实验表明本品具有神经毒作用，可因血管损伤而致脊髓出血
408,104-51-8,大鼠经口摄入0.075ml本品后，造成不可逆的前肢麻痹
409,104-51-8,具有刺激性
410,104-75-6,本品具有强烈的刺激性
411,104-75-6,高浓度接触严重损害黏膜、上呼吸道、眼睛和皮肤
412,104-75-6,接触后出现烧灼感、咳嗽、喘息、喉炎、气短、头痛、恶心和呕吐
413,104-78-9,有毒
414,104-78-9,有腐蚀性
415,104-78-9,对眼睛、皮肤和粘膜有刺激作用
416,104-83-6,无资料
417,104-85-8,有毒
418,104-85-8,吸入、摄入或经皮肤吸收后会中毒
419,104-85-8,对眼睛、皮肤、粘膜和上呼吸道有刺激作用
420,104-90-5,本品有毒，并对眼睛和皮肤有刺激作用
421,104-92-7,吸入其蒸气对呼吸道有刺激性，可出现兴奋、共济失调等症状
422,104-92-7,受高热分解产生有毒气体
423,10421-48-4,吸入本品粉尘对呼吸道有刺激性
424,10421-48-4,粉尘对眼有强烈刺激和腐蚀作用
425,10421-48-4,皮肤接触其浓水溶液或粉尘可造成灼伤
426,10421-48-4,对消化道有腐蚀性，大量口服引起呕吐、头痛、头晕、紫绀、休克和惊厥，重者可致死
427,10421-48-4,可引起高铁血红蛋白血症
428,10421-48-4,大量铁在体内蓄积可引起胃痛、恶心、便秘等
429,10450-60-9,具有强烈刺激和腐蚀性
430,10450-60-9,皮肤和眼接触有强烈刺激性或造成灼伤
431,10450-60-9,口服引起口腔及消化道灼伤
432,105-05-5,蒸气或雾对眼、黏膜和上呼吸道有刺激性
433,105-05-5,对皮肤有刺激性
434,105-05-5,动物实验观察到急性中毒有麻醉作用和神经-肌肉兴奋性增强
435,105-29-3,有毒
436,105-29-3,有强腐蚀性，对皮肤、眼睛和粘膜会引起严重烧伤
437,105-30-6,本品属低毒类
438,105-30-6,对眼睛、皮肤、粘膜有刺激性
439,105-30-6,吸入、摄入或经皮肤吸收后对身体有害
440,105-36-2,对眼睛、呼吸道黏膜有强烈的刺激作用，重者可引起肺水肿
441,105-37-3,在工业生产中未发现对人的危害
442,105-37-3,给动物大剂量可引起共济失调、呼吸急促、体温下降及酸中毒
443,105-39-5,对眼睛、呼吸道黏膜有强烈的刺激作用，重者可引起肺水肿
444,105-39-5,对豚鼠皮肤有中度刺激性
445,105-39-5,可经皮肤吸收
446,105-46-4,本品对眼及上呼吸道黏膜有刺激性，有麻醉作用
447,105-46-4,可引起皮肤干燥，并可通过完整的皮肤吸收
448,105-54-4,在工业生产中未发现对人的危害
449,105-54-4,给动物致死量时发生皮毛粗糙、共济失调、气急、呼吸困难、抽搐和体温降低
450,105-56-6,低浓度时实验动物有呼吸急促、流泪、嗜睡、精神萎靡、反应迟钝；浓度稍高还可出现呼吸困难，侧卧，眼球突出；浓度高时出现极度呼吸困难，痉挛，死亡
451,105-56-6,可经皮吸收引起中毒死亡
452,105-57-7,具有麻醉作用和刺激性
453,105-58-8,本品为轻度刺激剂和麻醉剂
454,105-58-8,吸入后引起头痛、头昏、虚弱、恶心、呼吸困难等
455,105-58-8,液体或高浓度蒸气对眼有刺激性
456,105-58-8,口服刺激胃肠道
457,105-58-8,皮肤长期反复接触有刺激性
458,105-64-6,动物实验表明，本品对眼有强烈刺激性
459,105-66-8,在工业生产中未发现对人的危害
460,105-66-8,给动物致死量时发生皮毛粗糙、共济失调、气急、呼吸困难、抽搐和体温降低
461,105-67-9,本品蒸气能刺激眼睛、皮肤和呼吸系统
462,105-67-9,误服或经皮肤吸收能导致头痛、眩晕、恶心、呕吐、腹痛、衰竭、昏迷等症状
463,105-67-9,对皮肤可造成腐蚀性灼伤
464,105-68-0,在高浓度下有麻醉性，有中等程度刺激性
465,105-74-8,粉尘对眼睛、皮肤和粘膜有强烈刺激作用，可引起灼伤
466,10508-09-5,Inhalation:Causes irritation.Skin:May cause severe injury or burns.Eyes:See Skin.Ingestion:See Skin.
467,10544-72-6,氮氧化物主要损害呼吸道
468,10544-72-6,急性中毒引起肺水肿、成人呼吸窘迫综合征，出现胸闷、呼吸窘迫、咳嗽、咯泡沫痰、紫绀等
469,10544-72-6,可并发气胸及纵隔气肿
470,10544-73-7,氮氧化物主要损害呼吸道
471,10544-73-7,吸入初期仅有轻微的眼及呼吸道刺激症状，如咽部不适、干咳等
472,10544-73-7,常经数小时至十几小时或更长时间潜伏期后发生迟发性肺水肿、成人呼吸窘迫综合征，出现胸闷、呼吸窘迫、咳嗽、咯泡沫痰、紫绀等
473,10544-73-7,可并发气胸及纵隔气肿
474,10544-73-7,肺水肿消退后两周左右可出现迟发性阻塞性细支气管炎
475,10544-73-7,慢性影响：主要表现为神经衰弱综合征及慢性呼吸道炎症
476,10544-73-7,个别病例出现肺纤维化
477,10544-73-7,可引起牙齿酸蚀症
478,10545-99-0,对眼和上呼吸道黏膜有强烈的刺激性，少数严重者可引起肺水肿
479,10545-99-0,可致皮肤严重灼伤
480,10567-69-8,急性中毒时，出现流涎、呕吐、腹痛、剧烈腹泻、痉挛、震颤、血压升高、肠胃及肾脏内出血等
481,10567-69-8,对皮肤有刺激性
482,10588-01-9,急性中毒：吸入后可引起急性呼吸道刺激症状、鼻出血、声音嘶哑、鼻黏膜萎缩，有时出现哮喘和紫绀
483,10588-01-9,重者可发生化学性肺炎
484,10588-01-9,口服可刺激和腐蚀消化道，引起恶心、呕吐、腹痛、血便等；重者出现呼吸困难、紫绀、休克、肝损害及急性肾功能衰竭等
485,10588-01-9,慢性影响：有接触性皮炎、铬溃疡、鼻炎、鼻中隔穿孔及呼吸道炎症等
486,10588-01-9,六价铬为对人的确认致癌物
487,106-31-0,本品对黏膜、上呼吸道、眼和皮肤有强烈的刺激性
488,106-35-4,其蒸气对眼睛、皮肤、黏膜和上呼吸道有刺激性；对皮肤有脱脂作用，长期接触可致皮炎
489,106-38-7,对眼睛、皮肤、粘膜和上呼吸道有刺激作用
490,106-38-7,有毒，并有麻醉作用
491,106-40-1,吸入、摄入或经皮肤吸收后对身体有害
492,106-40-1,对肝、肾有损害作用
493,106-40-1,进入体内可形成高铁血红蛋白，导致发生紫绀
494,106-41-2,对眼睛、上呼吸道、黏膜和皮肤有刺激性
495,106-41-2,长时间接触可引起眼睛的强烈刺激或灼伤
496,106-42-3,二甲苯对眼及上呼吸道有刺激作用，高浓度时对中枢神经系统有麻醉作用
497,106-42-3,急性中毒：短期内吸入较高浓度本品可出现眼及上呼吸道明显的刺激症状、眼结膜充血、咽充血、头晕、头痛、恶心、呕吐、胸闷四肢无力、意识模糊、步态蹒跚
498,106-42-3,重者可有躁动、抽搐或昏迷
499,106-42-3,有的有癔病样发作
500,106-42-3,慢性影响：长期接触有神经衰弱综合征，女工有月经异常，工人常发生皮肤干燥、皲裂、皮炎
501,106-43-4,本品对眼、呼吸道和皮肤有强烈刺激性
502,106-44-5,急性中毒可由口服、皮肤吸收及呼吸道吸入蒸气引起
503,106-44-5,本品对皮肤、黏膜有强烈刺激和腐蚀作用
504,106-44-5,引起多脏器损害
505,106-44-5,急性中毒：引起肌肉无力、胃肠道症状、中枢神经抑制、虚脱、体温下降和昏迷，并可引起肺水肿和肝、肾、胰等脏器损害，最终发生呼吸衰竭
506,106-44-5,灼伤面积30%的病例，即可引起中毒性脑病、肾病、心肌损害及溶血
507,106-44-5,慢性影响：可引起消化道功能障碍，肝、肾损害和皮疹
508,106-45-6,本品对黏膜、上呼吸道、眼和皮肤有强烈刺激性
509,106-47-8,本品为高铁血红蛋白形成剂，接触后引起头晕、头痛、乏力、胸闷、皮肤黏膜紫绀
510,106-47-8,能经无损皮肤吸收
511,106-47-8,对眼有刺激性
512,106-48-9,对眼睛、黏膜、呼吸道及皮肤有强烈刺激作用
513,106-48-9,给动物本品后数分钟后即出现不安、呼吸加速，并迅速发展为无力、震颤、阵挛性抽搐、气急、昏迷，甚至死亡
514,106-49-0,本品是强烈的高铁血红蛋白形成剂，并能刺激膀胱尿道，能致血尿
515,106-49-0,急性中毒：多由皮肤污染而吸收引起
516,106-49-0,自觉脸部灼热、剧烈头痛、头晕、呼吸困难，呈现紫绀症
517,106-49-0,以后出现血尿、尿闭、精神障碍、肌肉抽搐
518,106-49-0,慢性中毒：可引起膀胱刺激症状
519,106-50-3,口服毒性剧烈，与苯胺同，引起高铁血红蛋白血症
520,106-50-3,吸人粉尘可引起支气管炎和支气管哮喘
521,106-50-3,皮肤接触可引起过敏性皮炎
522,106-51-4,本品有强烈刺激性，引起高铁血红蛋白血症
523,106-51-4,高浓度接触刺激黏膜、上呼吸道、眼睛和皮肤
524,106-51-4,眼接触其蒸气可引起结膜和角膜损害，表现为结膜色素沉着，角膜溃疡
525,106-51-4,皮肤接触局部有色素减退、红斑、肿胀、丘疹和水疱，长时间接触可引起坏死
526,106-51-4,口服可致死
527,106-54-7,本品有毒
528,106-54-7,有催泪作用和腐蚀性
529,106-54-7,是一种催泪性毒剂
530,106-54-7,吸入后可引起喉炎、化学性肺炎和肺水肿
531,106-54-7,接触后可引起头痛、恶心、呕吐、咳嗽、气短等症状
532,106-58-1,本品有腐蚀性
533,106-58-1,吸入或经皮肤吸收后对身体有害
534,106-58-1,吸入可引起喉痉挛、喉炎、支气管炎、化学性肺炎、肺水肿等
535,106-63-8,高浓度蒸气或雾对眼睛、黏膜和呼吸道有刺激作用
536,106-63-8,中毒表现有烧灼感、咳嗽、喘息、喉炎、气短、头痛、恶心和呕吐，重者可致肺水肿
537,106-70-7,蒸气或雾对眼、黏膜和上呼吸道有刺激性
538,106-70-7,对皮肤有刺激性
539,106-70-7,酯类化合物有麻醉作用
540,106-88-7,本品对呼吸道有刺激性，可发生支气管炎和肺炎
541,106-88-7,对中枢神经系统有麻醉和抑制作用
542,106-88-7,眼接触可有眼痛、结膜刺激和暂时性角膜损害
543,106-88-7,皮肤一次接触呈轻度刺激；反复或长期接触，可引起水疱和坏死
544,106-92-3,对中枢神经有抑制作用
545,106-92-3,可致肺水肿
546,106-92-3,对眼有重度刺激，可致结膜炎、虹膜炎和角膜混浊
547,106-92-3,对皮肤有中度刺激，致敏作用较强
548,106-93-4,具有中度麻醉作用
549,106-93-4,对皮肤黏膜有刺激作用
550,106-93-4,重者可致肺炎和肺水肿
551,106-93-4,对中枢神经有抑制作用
552,106-93-4,可致肝、肾损害
553,106-93-4,急性中毒可有头痛、头晕、耳鸣、全身无力、面色苍白、恶心、呕吐，可死于心力衰竭
554,106-93-4,引起皮炎和结膜炎
555,106-94-5,本品对中枢神经系统有抑制作用
556,106-94-5,对皮肤和眼有刺激性
557,106-94-5,动物接触麻醉浓度可引起肺、肝损害
558,106-95-6,本品对眼、皮肤和呼吸道有刺激性
559,106-96-7,吸入、摄入或经皮肤吸收可致死
560,106-96-7,本品有强烈刺激性
561,106-96-7,蒸气或雾对眼、粘膜和上呼吸道有刺激性
562,106-96-7,接触后引起烧灼感、咳嗽、喘息、喉炎、气短、头痛、恶心和呕吐
563,106-97-8,高浓度有窒息和麻醉作用
564,106-97-8,急性中毒：主要症状有头晕、头痛、嗜睡和酒醉状态，严重者可昏迷
565,106-97-8,皮肤接触液态本品可引起冻伤
566,106-97-8,慢性影响：接触以丁烷为主的工人有头晕、头痛、睡眠不佳、疲倦等
567,106-98-9,有轻度麻醉和刺激作用，并可引起窒息
568,106-98-9,急性中毒：出现黏膜刺激症状、嗜睡、血压稍升高、心率增快
569,106-98-9,高浓度吸入可引起窒息、昏迷
570,106-98-9,皮肤直接接触液态本品可引起冻伤
571,106-98-9,慢性影响：长期接触以丁烯为主的混合性气体，工人有头痛、头晕、嗜睡或失眠、易兴奋、易疲倦、全身乏力、记忆力减退
