,CAS,吸入
629,104-85-8,如呼吸困难，给输氧
630,104-85-8,如呼吸停止，立即进行人工呼吸
631,104-85-8,就医
632,104-90-5,迅速脱离现场至空气新鲜处
633,104-90-5,保持呼吸道通畅
634,104-90-5,如呼吸困难，给输氧
635,104-90-5,如呼吸停止，立即进行人工呼吸
636,104-90-5,就医
637,104-91-6,迅速脱离现场至空气新鲜处
638,104-91-6,保持呼吸道通畅
639,104-91-6,如呼吸困难，给输氧
640,104-91-6,如呼吸停止，立即进行人工呼吸
641,104-91-6,就医
642,104-92-7,迅速脱离现场至空气新鲜处
643,104-92-7,保持呼吸道通畅
644,104-92-7,如呼吸困难，给输氧
645,104-92-7,呼吸、心跳停止，立即进行心肺复苏术
646,104-92-7,就医
647,104-94-9,迅速脱离现场至空气新鲜处
648,104-94-9,保持呼吸道通畅
649,104-94-9,如呼吸困难，给输氧
650,104-94-9,如呼吸停止，立即进行人工呼吸
651,104-94-9,就医
652,10421-48-4,迅速脱离现场至空气新鲜处
653,10421-48-4,保持呼吸道通畅
654,10421-48-4,如呼吸困难，给输氧
655,10421-48-4,呼吸、心跳停止，立即进行心肺复苏术
656,10421-48-4,就医
657,10450-60-9,迅速脱离现场至空气新鲜处
658,10450-60-9,保持呼吸道通畅
659,10450-60-9,如呼吸困难，给输氧
660,10450-60-9,呼吸、心跳停止，立即进行心肺复苏术
661,10450-60-9,就医
662,105-05-5,迅速脱离现场至空气新鲜处
663,105-05-5,保持呼吸道通畅
664,105-05-5,如呼吸困难，给输氧
665,105-05-5,呼吸、心跳停止，立即进行心肺复苏术
666,105-05-5,就医
667,105-29-3,迅速脱离现场至空气新鲜处
668,105-29-3,保持呼吸道通畅
669,105-29-3,如呼吸困难，给输氧
670,105-29-3,如呼吸停止，立即进行人工呼吸
671,105-29-3,就医
672,105-30-6,迅速脱离现场至空气新鲜处
673,105-30-6,保持呼吸道通畅
674,105-30-6,如呼吸困难，给输氧
675,105-30-6,如呼吸停止，立即进行人工呼吸
676,105-30-6,就医
677,105-36-2,迅速脱离现场至空气新鲜处
678,105-36-2,保持呼吸道通畅
679,105-36-2,如呼吸困难，给输氧
680,105-36-2,呼吸、心跳停止，立即进行心肺复苏术
681,105-36-2,就医
682,105-37-3,迅速脱离现场至空气新鲜处
683,105-37-3,保持呼吸道通畅
684,105-37-3,如呼吸困难，给输氧
685,105-37-3,呼吸、心跳停止，立即进行心肺复苏术
686,105-37-3,就医
687,105-39-5,迅速脱离现场至空气新鲜处
688,105-39-5,保持呼吸道通畅
689,105-39-5,如呼吸困难，给输氧
690,105-39-5,呼吸、心跳停止，立即进行心肺复苏术
691,105-39-5,就医
692,105-46-4,迅速脱离现场至空气新鲜处
693,105-46-4,保持呼吸道通畅
694,105-46-4,如呼吸困难，给输氧
695,105-46-4,呼吸、心跳停止，立即进行心肺复苏术
696,105-46-4,就医
697,105-54-4,迅速脱离现场至空气新鲜处
698,105-54-4,保持呼吸道通畅
699,105-54-4,如呼吸困难，给输氧
700,105-54-4,呼吸、心跳停止，立即进行心肺复苏术
701,105-54-4,就医
702,105-56-6,迅速脱离现场至空气新鲜处
703,105-56-6,保持呼吸道通畅
704,105-56-6,如呼吸困难，给输氧
705,105-56-6,呼吸、心跳停止，立即进行人工呼吸(勿用口对口)和胸外心脏按压术
706,105-56-6,就医
707,105-57-7,迅速脱离现场至空气新鲜处
708,105-57-7,保持呼吸道通畅
709,105-57-7,如呼吸困难，给输氧
710,105-57-7,呼吸、心跳停止，立即进行心肺复苏术
711,105-57-7,就医
712,105-58-8,迅速脱离现场至空气新鲜处
713,105-58-8,保持呼吸道通畅
714,105-58-8,如呼吸困难，给输氧
715,105-58-8,呼吸、心跳停止，立即进行心肺复苏术
716,105-58-8,就医
717,105-64-6,脱离现场至空气新鲜处
718,105-64-6,如呼吸困难，给输氧
719,105-64-6,就医
720,105-66-8,迅速脱离现场至空气新鲜处
721,105-66-8,保持呼吸道通畅
722,105-66-8,如呼吸困难，给输氧
723,105-66-8,呼吸、心跳停止，立即进行心肺复苏术
724,105-66-8,就医
725,105-67-9,迅速脱离现场至空气新鲜处
726,105-67-9,保持呼吸道通畅
727,105-67-9,如呼吸困难，给输氧
728,105-67-9,如呼吸停止，立即进行人工呼吸
729,105-67-9,就医
730,105-68-0,迅速脱离现场至空气新鲜处
731,105-68-0,保持呼吸道通畅
732,105-68-0,如呼吸困难，给输氧
733,105-68-0,呼吸、心跳停止，立即进行心肺复苏术
734,105-68-0,就医
735,105-74-8,迅速脱离现场至空气新鲜处
736,105-74-8,保持呼吸道通畅
737,105-74-8,如呼吸困难，给输氧
738,105-74-8,如呼吸停止，立即进行人工呼吸
739,105-74-8,就医
740,10508-09-5,Move victim to fresh air. Apply artificial respiration if victim is not breathing. Administer oxygen if breathing is difficult.
741,10544-72-6,迅速脱离现场至空气新鲜处
742,10544-72-6,保持呼吸道通畅
743,10544-72-6,如呼吸困难，给输氧
744,10544-72-6,呼吸、心跳停止，立即进行心肺复苏术
745,10544-72-6,就医
746,10544-73-7,迅速脱离现场至空气新鲜处
747,10544-73-7,保持呼吸道通畅
748,10544-73-7,如呼吸困难，给输氧
749,10544-73-7,呼吸、心跳停止，立即进行心肺复苏术
750,10544-73-7,就医
751,10545-99-0,迅速脱离现场至空气新鲜处
752,10545-99-0,保持呼吸道通畅
753,10545-99-0,如呼吸困难，给输氧
754,10545-99-0,呼吸、心跳停止，立即进行心肺复苏术
755,10545-99-0,就医
756,10567-69-8,迅速脱离现场至空气新鲜处
757,10567-69-8,保持呼吸道通畅
758,10567-69-8,如呼吸困难，给输氧
759,10567-69-8,呼吸、心跳停止，立即进行心肺复苏术
760,10567-69-8,就医
761,10588-01-9,迅速脱离现场至空气新鲜处
762,10588-01-9,保持呼吸道通畅
763,10588-01-9,如呼吸困难，给输氧
764,10588-01-9,呼吸、心跳停止，立即进行心肺复苏术
765,10588-01-9,就医
766,106-31-0,迅速脱离现场至空气新鲜处
767,106-31-0,保持呼吸道通畅
768,106-31-0,如呼吸困难，给输氧
769,106-31-0,呼吸、心跳停止，立即进行心肺复苏术
770,106-31-0,就医
771,106-35-4,迅速脱离现场至空气新鲜处
772,106-35-4,保持呼吸道通畅
773,106-35-4,如呼吸困难，给输氧
774,106-35-4,呼吸、心跳停止，立即进行心肺复苏术
775,106-35-4,就医
776,106-38-7,迅速脱离现场至空气新鲜处
777,106-38-7,保持呼吸道通畅
778,106-38-7,如呼吸困难，给输氧
779,106-38-7,如呼吸停止，立即进行人工呼吸
780,106-38-7,就医
781,106-40-1,迅速脱离现场至空气新鲜处
782,106-40-1,保持呼吸道通畅
783,106-40-1,如呼吸困难，给输氧
784,106-40-1,如呼吸停止，立即进行人工呼吸
785,106-40-1,就医
786,106-41-2,迅速脱离现场至空气新鲜处
787,106-41-2,保持呼吸道通畅
788,106-41-2,如呼吸困难，给输氧
789,106-41-2,呼吸、心跳停止，立即进行心肺复苏术
790,106-41-2,就医
791,106-42-3,迅速脱离现场至空气新鲜处
792,106-42-3,保持呼吸道通畅
793,106-42-3,如呼吸困难，给输氧
794,106-42-3,呼吸、心跳停止，立即进行心肺复苏术
795,106-42-3,就医
796,106-43-4,迅速脱离现场至空气新鲜处
797,106-43-4,保持呼吸道通畅
798,106-43-4,如呼吸困难，给输氧
799,106-43-4,呼吸、心跳停止，立即进行心肺复苏术
800,106-43-4,就医
801,106-44-5,迅速脱离现场至空气新鲜处
802,106-44-5,保持呼吸道通畅
803,106-44-5,如呼吸困难，给输氧
804,106-44-5,呼吸、心跳停止，立即进行心肺复苏术
805,106-44-5,就医
806,106-45-6,迅速脱离现场至空气新鲜处
807,106-45-6,保持呼吸道通畅
808,106-45-6,如呼吸困难，给输氧
809,106-45-6,呼吸、心跳停止，立即进行心肺复苏术
810,106-45-6,就医
811,106-47-8,迅速脱离现场至空气新鲜处
812,106-47-8,保持呼吸道通畅
813,106-47-8,如呼吸困难，给输氧
814,106-47-8,呼吸、心跳停止，立即进行心肺复苏术
815,106-47-8,就医
816,106-48-9,迅速脱离现场至空气新鲜处
817,106-48-9,保持呼吸道通畅
818,106-48-9,如呼吸困难，给输氧
819,106-48-9,呼吸、心跳停止，立即进行心肺复苏术
820,106-48-9,就医
821,106-49-0,迅速脱离现场至空气新鲜处
822,106-49-0,保持呼吸道通畅
823,106-49-0,如呼吸困难，给输氧
824,106-49-0,呼吸、心跳停止，立即进行心肺复苏术
825,106-49-0,就医
826,106-50-3,迅速脱离现场至空气新鲜处
827,106-50-3,保持呼吸道通畅
828,106-50-3,如呼吸困难，给输氧
829,106-50-3,呼吸、心跳停止，立即进行心肺复苏术
830,106-50-3,就医
831,106-51-4,迅速脱离现场至空气新鲜处
832,106-51-4,保持呼吸道通畅
833,106-51-4,如呼吸困难，给输氧
834,106-51-4,呼吸、心跳停止，立即进行心肺复苏术
835,106-51-4,就医
836,106-54-7,迅速脱离现场至空气新鲜处
837,106-54-7,保持呼吸道通畅
838,106-54-7,如呼吸困难，给输氧
839,106-54-7,如呼吸停止，立即进行人工呼吸
840,106-54-7,就医
841,106-58-1,迅速脱离现场至空气新鲜处
842,106-58-1,保持呼吸道通畅
843,106-58-1,如呼吸困难，给输氧
844,106-58-1,如呼吸停止，立即进行人工呼吸
845,106-58-1,就医
846,106-63-8,迅速脱离现场至空气新鲜处
847,106-63-8,保持呼吸道通畅
848,106-63-8,如呼吸困难，给输氧
849,106-63-8,呼吸、心跳停止，立即进行心肺复苏术
850,106-63-8,就医
851,106-70-7,迅速脱离现场至空气新鲜处
852,106-70-7,保持呼吸道通畅
853,106-70-7,如呼吸困难，给输氧
854,106-70-7,呼吸、心跳停止，立即进行心肺复苏术
855,106-70-7,就医
856,106-88-7,迅速脱离现场至空气新鲜处
857,106-88-7,保持呼吸道通畅
858,106-88-7,如呼吸困难，给输氧
859,106-88-7,呼吸、心跳停止，立即进行心肺复苏术
860,106-88-7,就医
861,106-92-3,迅速脱离现场至空气新鲜处
862,106-92-3,保持呼吸道通畅
863,106-92-3,如呼吸困难，给输氧
864,106-92-3,如呼吸停止，立即进行人工呼吸
865,106-92-3,就医
866,106-93-4,迅速脱离现场至空气新鲜处
867,106-93-4,保持呼吸道通畅
868,106-93-4,如呼吸困难，给输氧
869,106-93-4,呼吸、心跳停止，立即进行心肺复苏术
870,106-93-4,就医
871,106-94-5,迅速脱离现场至空气新鲜处
872,106-94-5,保持呼吸道通畅
873,106-94-5,如呼吸困难，给输氧
874,106-94-5,呼吸、心跳停止，立即进行心肺复苏术
875,106-94-5,就医
876,106-95-6,迅速脱离现场至空气新鲜处
877,106-95-6,保持呼吸道通畅
878,106-95-6,如呼吸困难，给输氧
879,106-95-6,呼吸、心跳停止，立即进行心肺复苏术
880,106-95-6,就医
881,106-96-7,迅速脱离现场至空气新鲜处
882,106-96-7,保持呼吸道通畅
883,106-96-7,如呼吸困难，给输氧
884,106-96-7,如呼吸停止，立即进行人工呼吸
885,106-96-7,就医
886,106-97-8,迅速脱离现场至空气新鲜处
887,106-97-8,保持呼吸道通畅
888,106-97-8,如呼吸困难，给输氧
889,106-97-8,呼吸、心跳停止，立即进行心肺复苏术
890,106-97-8,就医
891,106-98-9,迅速脱离现场至空气新鲜处
892,106-98-9,保持呼吸道通畅
893,106-98-9,如呼吸困难，给输氧
894,106-98-9,呼吸、心跳停止，立即进行心肺复苏术
895,106-98-9,就医
896,106-99-0,迅速脱离现场至空气新鲜处
897,106-99-0,保持呼吸道通畅
898,106-99-0,如呼吸困难，给输氧
899,106-99-0,呼吸、心跳停止，立即进行心肺复苏术
900,106-99-0,就医
901,1068-19-5,迅速脱离现场至空气新鲜处
902,1068-19-5,保持呼吸道通畅
903,1068-19-5,如呼吸困难，给输氧
904,1068-19-5,如呼吸停止，立即进行人工呼吸
905,1068-19-5,就医
906,1068-27-5,"If symptoms develop, move individual away from exposure and into fresh air. If symptoms persist, seek medical attention. If breathing is difficult, administer oxygen. Keep person warm and quiet; seek immediate medical attention."
907,107-00-6,迅速脱离现场至空气新鲜处
908,107-00-6,保持呼吸道通畅
909,107-00-6,如呼吸困难，给输氧
910,107-00-6,呼吸、心跳停止，立即进行心肺复苏术
911,107-00-6,就医
912,107-01-7,迅速脱离现场至空气新鲜处
913,107-01-7,保持呼吸道通畅
914,107-01-7,如呼吸困难，给输氧
915,107-01-7,呼吸、心跳停止，立即进行心肺复苏术
916,107-01-7,就医
917,107-02-8,迅速脱离现场至空气新鲜处
918,107-02-8,保持呼吸道通畅
919,107-02-8,如呼吸困难，给输氧
920,107-02-8,呼吸、心跳停止，立即进行心肺复苏术
921,107-02-8,就医
922,107-03-9,迅速脱离现场至空气新鲜处
923,107-03-9,保持呼吸道通畅
924,107-03-9,如呼吸困难，给输氧
925,107-03-9,呼吸、心跳停止，立即进行心肺复苏术
926,107-03-9,就医
927,107-04-0,迅速脱离现场至空气新鲜处
928,107-04-0,保持呼吸道通畅
929,107-04-0,如呼吸困难，给输氧
930,107-04-0,如呼吸停止，立即进行人工呼吸
931,107-04-0,就医
932,107-05-1,迅速脱离现场至空气新鲜处
933,107-05-1,保持呼吸道通畅
934,107-05-1,如呼吸困难，给输氧
935,107-05-1,呼吸、心跳停止，立即进行心肺复苏术
936,107-05-1,就医
937,107-06-2,迅速脱离现场至空气新鲜处
938,107-06-2,保持呼吸道通畅
939,107-06-2,如呼吸困难，给输氧
940,107-06-2,呼吸、心跳停止，立即进行心肺复苏术
941,107-06-2,就医
942,107-07-3,迅速脱离现场至空气新鲜处
943,107-07-3,保持呼吸道通畅
944,107-07-3,如呼吸困难，给输氧
945,107-07-3,如呼吸停止，立即进行人工呼吸
946,107-07-3,就医
947,107-08-4,迅速脱离现场至空气新鲜处
948,107-08-4,保持呼吸道通畅
949,107-08-4,如呼吸困难，给输氧
950,107-08-4,呼吸、心跳停止，立即进行心肺复苏术
951,107-08-4,就医
952,107-10-8,迅速脱离现场至空气新鲜处
953,107-10-8,保持呼吸道通畅
954,107-10-8,如呼吸困难，给输氧
955,107-10-8,呼吸、心跳停止，立即进行心肺复苏术
956,107-10-8,就医
957,107-11-9,迅速脱离现场至空气新鲜处
958,107-11-9,保持呼吸道通畅
959,107-11-9,如呼吸困难，给输氧
960,107-11-9,呼吸、心跳停止，立即进行心肺复苏术
961,107-11-9,就医
962,107-12-0,迅速脱离现场至空气新鲜处
963,107-12-0,保持呼吸道通畅
964,107-12-0,如呼吸困难，给输氧
965,107-12-0,呼吸、心跳停止，立即进行人工呼吸(勿用口对口)和胸外心脏按压术
966,107-12-0,就医
967,107-13-1,迅速脱离现场至空气新鲜处
968,107-13-1,保持呼吸道通畅
969,107-13-1,如呼吸困难，给输氧
970,107-13-1,呼吸、心跳停止，立即进行人工呼吸(勿用口对口)和胸外心脏按压术
971,107-13-1,就医
972,107-14-2,迅速脱离现场至空气新鲜处
973,107-14-2,保持呼吸道通畅
974,107-14-2,如呼吸困难，给输氧
975,107-14-2,呼吸、心跳停止，立即进行人工呼吸(勿用口对口)和胸外心脏按压术
976,107-14-2,就医
977,107-15-3,迅速脱离现场至空气新鲜处
978,107-15-3,保持呼吸道通畅
979,107-15-3,如呼吸困难，给输氧
980,107-15-3,呼吸、心跳停止，立即进行心肺复苏术
981,107-15-3,就医
982,107-16-4,迅速脱离现场至空气新鲜处
983,107-16-4,保持呼吸道通畅
984,107-16-4,如呼吸困难，给输氧
985,107-16-4,如呼吸停止，立即进行人工呼吸
986,107-16-4,就医
987,107-18-6,迅速脱离现场至空气新鲜处
988,107-18-6,保持呼吸道通畅
989,107-18-6,如呼吸困难，给输氧
990,107-18-6,如呼吸停止，立即进行人工呼吸
991,107-18-6,就医
992,107-19-7,迅速脱离现场至空气新鲜处
993,107-19-7,保持呼吸道通畅
994,107-19-7,如呼吸困难，给输氧
995,107-19-7,如呼吸停止，立即进行人工呼吸
996,107-19-7,就医
997,107-20-0,迅速脱离现场至空气新鲜处
998,107-20-0,保持呼吸道通畅
999,107-20-0,如呼吸困难，给输氧
1000,107-20-0,呼吸、心跳停止，立即进行心肺复苏术
1001,107-20-0,就医
1002,107-25-5,迅速脱离现场至空气新鲜处
1003,107-25-5,保持呼吸道通畅
1004,107-25-5,如呼吸困难，给输氧
1005,107-25-5,如呼吸停止，立即进行人工呼吸
1006,107-25-5,就医
1007,107-27-7,迅速脱离现场至空气新鲜处
1008,107-27-7,保持呼吸道通畅
1009,107-27-7,如呼吸困难，给输氧
1010,107-27-7,呼吸、心跳停止，立即进行心肺复苏术
1011,107-27-7,就医
1012,107-29-9,脱离现场至空气新鲜处
1013,107-29-9,如呼吸困难，给输氧
1014,107-29-9,就医
1015,107-30-2,迅速脱离现场至空气新鲜处
1016,107-30-2,保持呼吸道通畅
1017,107-30-2,如呼吸困难，给输氧
1018,107-30-2,呼吸、心跳停止，立即进行心肺复苏术
1019,107-30-2,就医
1020,107-31-3,迅速脱离现场至空气新鲜处
1021,107-31-3,保持呼吸道通畅
1022,107-31-3,如呼吸困难，给输氧
1023,107-31-3,呼吸、心跳停止，立即进行心肺复苏术
1024,107-31-3,就医
1025,107-37-9,迅速脱离现场至空气新鲜处
1026,107-37-9,保持呼吸道通畅
1027,107-37-9,如呼吸困难，给输氧
1028,107-37-9,如呼吸停止，立即进行人工呼吸
1029,107-37-9,就医
1030,107-45-9,迅速脱离现场至空气新鲜处
1031,107-45-9,保持呼吸道通畅
1032,107-45-9,如呼吸困难，给输氧
