,CAS,应急行动
432,10026-17-2,不要直接接触泄漏物
433,10026-17-2,小量泄漏：避免扬尘，小心扫起，收集于干燥、洁净、有盖的容器中
434,10026-17-2,大量泄漏：收集回收或运至废物处理场所处置
435,10026-18-3,隔离泄漏污染区，周围设警告标志；建议应急处理人员戴自给式呼吸器，穿防毒服；禁止向泄漏物直接喷水，更不要让水进入包装容器内；用活性炭或其他惰性材料吸收，收集于密闭容器中做好标记，等待处理；用水刷洗泄漏污染区，经稀释的污水排入废水系统；对污染地带进行通风；如大量泄漏，收集回收或无害处理后废弃
436,1003-03-8,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
437,1003-03-8,切断火源
438,1003-03-8,建议应急处理人员戴自给正压式呼吸器，穿防静电工作服
439,1003-03-8,尽可能切断泄漏源
440,1003-03-8,防止流入下水道、排洪沟等限制性空间
441,1003-03-8,小量泄漏：用砂土、干燥石灰或苏打灰混合
442,1003-03-8,也可以用大量水冲洗，洗水稀释后放入废水系统
443,1003-03-8,大量泄漏：构筑围堤或挖坑收容
444,1003-03-8,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
445,10031-13-7,隔离泄漏污染区，限制出入
446,10031-13-7,建议应急处理人员戴防尘口罩，穿防毒服
447,10031-13-7,不要直接接触泄漏物
448,10031-13-7,小量泄漏：避免扬尘，小心扫起，收集于密闭容器中
449,10031-13-7,大量泄漏：收集回收或运至废物处理场所处置
450,10031-18-2,隔离泄漏污染区，限制出入
451,10031-18-2,建议应急处理人员戴防尘口罩，穿防毒服，戴氯丁橡胶手套
452,10031-18-2,穿上适当的防护服前严禁接触破裂的容器和泄漏物
453,10031-18-2,尽可能切断泄漏源
454,10031-18-2,用塑料布覆盖泄漏物，减少飞散
455,10031-18-2,勿使水进入包装容器内
456,10031-18-2,用洁净的铲子收集泄漏物，置于干净、干燥、盖子较松的容器中，将容器移离泄漏区
457,10031-43-3,隔离泄漏污染区，限制出入
458,10031-43-3,建议应急处理人员戴防尘口罩，穿防酸碱工作服
459,10031-43-3,不要直接接触泄漏物
460,10031-43-3,小量泄漏：用干燥的砂土、蛭石或其它惰性材料覆盖
461,10031-43-3,用洁净的铲子收集于密闭容器中
462,10031-43-3,大量泄漏：收集回收或运至废物处理场所处置
463,10034-81-8,隔离泄漏污染区，限制出入
464,10034-81-8,建议应急处理人员戴防尘口罩，穿防毒服，戴橡胶手套
465,10034-81-8,勿使泄漏物与可燃物质(如木材、纸、油等)接触
466,10034-81-8,穿上适当的防护服前严禁接触破裂的容器和泄漏物
467,10034-81-8,尽可能切断泄漏源
468,10034-81-8,勿使水进入包装容器内
469,10034-81-8,小量泄漏：用洁净的铲子收集泄漏物，置于干净、干燥、盖子较松的容器中，将容器移离泄漏区
470,10034-81-8,大量泄漏：泄漏物回收后，用水冲洗泄漏区
471,10034-85-2,根据气体扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
472,10034-85-2,建议应急处理人员穿内置正压自给式呼吸器的全封闭防化服
473,10034-85-2,禁止接触或跨越泄漏物
474,10034-85-2,尽可能切断泄漏源
475,10034-85-2,防止气体通过下水道、通风系统和限制性空间扩散
476,10034-85-2,高浓度泄漏区，喷氨水或其他稀碱液中和
477,10034-85-2,隔离泄漏区直至气体散尽
478,10035-10-6,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
479,10035-10-6,建议应急处理人员戴正压自给式呼吸器，穿防腐蚀、防毒服，戴橡胶耐酸碱手套
480,10035-10-6,穿上适当的防护服前严禁接触破裂的容器和泄漏物
481,10035-10-6,尽可能切断泄漏源
482,10035-10-6,防止泄漏物进入水体、下水道、地下室或限制性空间
483,10035-10-6,小量泄漏：用干燥的砂土或其他不燃材料吸收或覆盖，收集于容器中
484,10035-10-6,大量泄漏：构筑围堤或挖坑收容
485,10035-10-6,用碎石灰石(CaCO3)、苏打灰(Na2CO3)或石灰(CaO)中和
486,10035-10-6,用耐腐蚀泵转移至槽车或专用收集器内
487,10036-47-2,迅速撤离泄漏污染区人员至上风处，并进行隔离，严格限制出入
488,10036-47-2,切断火源
489,10036-47-2,建议应急处理人员戴自给正压式呼吸器，穿防毒服
490,10036-47-2,尽可能切断泄漏源
491,10036-47-2,合理通风，加速扩散
492,10036-47-2,如有可能，将漏出气用排风机送至空旷地方或装设适当喷头烧掉
493,10036-47-2,漏气容器要妥善处理，修复、检验后再用
494,10038-98-9,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
495,10038-98-9,建议应急处理人员戴正压自给式呼吸器，穿防酸碱服，戴乳胶耐酸碱手套
496,10038-98-9,穿上适当的防护服前严禁接触破裂的容器和泄漏物
497,10038-98-9,尽可能切断泄漏源
498,10038-98-9,防止泄漏物进入水体、下水道、地下室或限制性空间
499,10038-98-9,小量泄漏：用干燥的砂土或其他不燃材料吸收或覆盖，收集于容器中
500,10038-98-9,大量泄漏：构筑围堤或挖坑收容
501,10038-98-9,用耐腐蚀泵转移至槽车或专用收集器内
502,10039-54-0,隔离泄漏污染区，限制出入
503,10039-54-0,建议应急处理人员戴防尘面具（全面罩），穿防酸碱工作服
504,10039-54-0,用洁净的铲子收集于干燥、洁净、有盖的容器中，转移至安全场所
505,10039-54-0,也可以用大量水冲洗，洗水稀释后放入废水系统
506,10039-54-0,若大量泄漏，收集回收或运至废物处理场所处置
507,10042-76-9,隔离泄漏污染区，限制出入
508,10042-76-9,切断火源
509,10042-76-9,建议应急处理人员戴防尘口罩，穿一般作业工作服
510,10042-76-9,不要直接接触泄漏物
511,10042-76-9,小量泄漏：避免扬尘，用洁净的铲子收集于干燥、洁净、有盖的容器中
512,10042-76-9,大量泄漏：收集回收或运至废物处理场所处置
513,10043-35-3,隔离泄漏污染区，限制出入
514,10043-35-3,建议应急处理人员戴防尘面具（全面罩），穿防毒服
515,10043-35-3,用砂土、干燥石灰或苏打灰混合
516,10043-35-3,小心扫起，转移至安全场所
517,10043-35-3,若大量泄漏，用塑料布、帆布覆盖
518,10043-35-3,收集回收或运至废物处理场所处置
519,10045-94-0,隔离泄漏污染区，限制出入
520,10045-94-0,建议应急处理人员戴防尘口罩，穿防毒服，戴橡胶手套
521,10045-94-0,勿使泄漏物与可燃物质(如木材、纸、油等)接触
522,10045-94-0,穿上适当的防护服前严禁接触破裂的容器和泄漏物
523,10045-94-0,尽可能切断泄漏源
524,10045-94-0,用洁净的铲子收集泄漏物，置于干净、干燥、盖子较松的容器中，将容器移离泄漏区
525,10049-04-4,迅速撤离泄漏污染区人员至上风处，并进行隔离，严格限制出入
526,10049-04-4,建议应急处理人员戴自给正压式呼吸器，穿防毒服
527,10049-04-4,从上风处进入现场
528,10049-04-4,尽可能切断泄漏源
529,10049-04-4,用工业覆盖层或吸附/ 吸收剂盖住泄漏点附近的下水道等地方，防止气体进入
530,10049-04-4,喷雾状水稀释
531,10049-04-4,漏气容器要妥善处理，修复、检验后再用
532,10099-59-9,隔离泄漏污染区，限制出入
533,10099-59-9,建议应急处理人员戴防尘口罩，穿防毒服，戴橡胶手套
534,10099-59-9,勿使泄漏物与可燃物质(如木材、纸、油等)接触
535,10099-59-9,穿上适当的防护服前严禁接触破裂的容器和泄漏物
536,10099-59-9,尽可能切断泄漏源
537,10099-59-9,勿使水进入包装容器内
538,10099-59-9,小量泄漏：用洁净的铲子收集泄漏物，置于干净、干燥、盖子较松的容器中，将容器移离泄漏区
539,10099-59-9,大量泄漏：泄漏物回收后，用水冲洗泄漏区
540,10099-74-8,隔离泄漏污染区，限制出入
541,10099-74-8,建议应急处理人员戴防尘口罩，穿防毒服，戴氯丁橡胶手套
542,10099-74-8,勿使泄漏物与可燃物质(如木材、纸、油等)接触
543,10099-74-8,穿上适当的防护服前严禁接触破裂的容器和泄漏物
544,10099-74-8,尽可能切断泄漏源
545,10099-74-8,用洁净的铲子收集泄漏物，置于干净、干燥、盖子较松的容器中，将容器移离泄漏区
546,10099-76-0,隔离泄漏污染区，限制出入
547,10099-76-0,建议应急处理人员戴防尘面具（全面罩），穿防毒服
548,10099-76-0,避免扬尘，小心扫起，置于袋中转移至安全场所
549,10099-76-0,若大量泄漏，用塑料布、帆布覆盖
550,10099-76-0,收集回收或运至废物处理场所处置
551,101-02-0,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
552,101-02-0,切断火源
553,101-02-0,建议应急处理人员戴自给正压式呼吸器，穿防毒服
554,101-02-0,尽可能切断泄漏源
555,101-02-0,若是液体，防止流入下水道、排洪沟等限制性空间
556,101-02-0,小量泄漏：用砂土、蛭石或其它惰性材料吸收
557,101-02-0,也可以用不燃性分散剂制成的乳液刷洗，洗液稀释后放入废水系统
558,101-02-0,大量泄漏：构筑围堤或挖坑收容
559,101-02-0,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
560,101-02-0,若是固体，用洁净的铲子收集于干燥、洁净、有盖的容器中
561,101-02-0,若大量泄漏，收集回收或运至废物处理场所处置
562,101-14-4,"Should a spill occur while you are handling this chemical, FIRST REMOVE ALL SOURCES OF IGNITION, then you should dampen the solid spill material with 60-70% ethanol and transfer the dampened material to a suitable container. Use absorbent paper dampened with 60-70% ethanol to pick up any remaining material. Seal the absorbent paper, and any of your clothes, which may be contaminated, in a vapor-tight plastic bag for eventual disposal. Solvent wash all contaminated surfaces with 60-70% ethanol followed by washing with a soap and water solution. Do not reenter the contaminated area until the Safety Officer (or other responsible person) has verified that the area has been properly cleaned."
563,101-25-7,隔离泄漏污染区，限制出入
564,101-25-7,消除所有点火源
565,101-25-7,建议应急处理人员戴防尘口罩，穿防毒服，戴防毒物渗透手套
566,101-25-7,禁止接触或跨越泄漏物
567,101-25-7,尽可能切断泄漏源
568,101-25-7,小量泄漏：用惰性、湿润的不燃材料吸收泄漏物，用洁净的非火花工具收集于一盖子较松的塑料容器中，待处理
569,101-25-7,防止泄漏物进入水体、下水道、地下室或限制性空间
570,101-27-9,隔离泄漏污染区，限制出入
571,101-27-9,切断火源
572,101-27-9,建议应急处理人员戴防尘口罩，穿一般作业工作服
573,101-27-9,不要直接接触泄漏物
574,101-27-9,小量泄漏：避免扬尘，小心扫起，收集于干燥、洁净、有盖的容器中
575,101-27-9,大量泄漏：收集回收或运至废物处理场所处置
576,101-37-1,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
577,101-37-1,切断火源
578,101-37-1,建议应急处理人员戴自给式呼吸器，穿防毒服
579,101-37-1,不要直接接触泄漏物
580,101-37-1,尽可能切断泄漏源
581,101-37-1,若是液体，防止流入下水道、排洪沟等限制性空间
582,101-37-1,用砂土或其它不燃材料吸附或吸收
583,101-37-1,若大量泄漏，构筑围堤或挖坑收容
584,101-37-1,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
585,101-37-1,若是固体，用洁净的铲子收集于干燥、洁净、有盖的容器中
586,101-54-2,隔离泄漏污染区，限制出入
587,101-54-2,切断火源
588,101-54-2,建议应急处理人员戴防尘口罩，穿防毒服
589,101-54-2,不要直接接触泄漏物
590,101-54-2,小量泄漏：小心扫起，收集运至废物处理场所处置
591,101-54-2,大量泄漏：收集回收或运至废物处理场所处置
592,101-68-8,隔离泄漏污染区，限制出入
593,101-68-8,切断火源
594,101-68-8,建议应急处理人员戴防尘面具（全面罩），穿防毒服
595,101-68-8,用洁净的铲子收集于干燥、洁净、有盖的容器中
596,101-68-8,若大量泄漏，收集回收或运至废物处理场所处置
597,101-77-9,隔离泄漏污染区，限制出入
598,101-77-9,切断火源
599,101-77-9,建议应急处理人员戴防尘口罩，穿防毒服
600,101-77-9,不要直接接触泄漏物
601,101-77-9,小量泄漏：避免扬尘，小心扫起，运至废物处理场所处置
602,101-77-9,大量泄漏：收集回收或运至废物处理场所处置
603,101-82-6,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
604,101-82-6,切断火源
605,101-82-6,建议应急处理人员戴自给式呼吸器，穿一般作业工作服
606,101-82-6,不要直接接触泄漏物
607,101-82-6,尽可能切断泄漏源
608,101-82-6,若是液体，防止流入下水道、排洪沟等限制性空间
609,101-82-6,用砂土、蛭石或其它惰性材料吸收
610,101-82-6,若大量泄漏，构筑围堤或挖坑收容
611,101-82-6,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
612,101-82-6,若是固体，用洁净的铲子收集于干燥、洁净、有盖的容器中
613,101-83-7,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
614,101-83-7,消除所有点火源
615,101-83-7,建议应急处理人员戴正压自给式呼吸器，穿防酸碱服，戴橡胶耐酸碱手套
616,101-83-7,穿上适当的防护服前严禁接触破裂的容器和泄漏物
617,101-83-7,尽可能切断泄漏源
618,101-83-7,防止泄漏物进入水体、下水道、地下室或限制性空间
619,101-83-7,小量泄漏：用干燥的砂土或其他不燃材料吸收或覆盖，收集于容器中
620,101-83-7,大量泄漏：构筑围堤或挖坑收容
621,101-83-7,用耐腐蚀泵转移至槽车或专用收集器内
622,10101-50-5,隔离泄漏污染区，限制出入
623,10101-50-5,建议应急处理人员戴防尘口罩，穿防毒服戴氯丁橡胶手套
